Gene1,Gene2
DPPA2,SFI1
DPPA2,PATJ
DPPA2,MARC2
DPPA2,ADAM23
DPPA2,LAMA1
DPPA2,GLDC
DPPA2,IGFBP2
DPPA2,CAR2
DPPA2,SHROOM3
DPPA2,KAT2B
DPPA2,TXNDC5
DPPA2,NUP210
DPPA2,TET2
DPPA2,GNAS
DPPA2,ARHGAP29
DPPA2,LAMC1
DPPA2,KRT8
DPPA2,BEX1
DPPA2,MME
DPPA2,KHDC3
DPPA2,XBP1
DPPA2,TPD52
DPPA2,EDEM1
DPPA2,ITGA6
DPPA2,NRG1
DPPA2,BMPER
DPPA2,GAS6
DPPA2,CKAP4
DPPA2,TUBB6
DPPA2,STARD10
DPPA2,ATP13A3
DPPA2,COL4A2
DPPA2,COL4A1
DPPA2,ME1
DPPA2,MAN1A2
DPPA2,LRRK1
DPPA2,CCN2
DPPA2,ODC1
DPPA2,FOXQ1
DPPA2,LRP2
DPPA2,RRBP1
DPPA2,IMPDH1
DPPA2,MYO6
DPPA2,CTSA
DPPA2,RNF157
DPPA2,PCBD1
DPPA2,VIM
DPPA2,CHST15
DPPA2,LAMA5
DPPA2,CDC42SE2
DPPA2,GRB10
DPPA2,HIST1H2AC
DPPA2,TIMP2
DPPA2,PARVB
DPPA2,DPP4
DPPA2,TYRO3
DPPA2,DNMT3A
DPPA2,PHLDB2
DPPA2,APP
DPPA2,ALPL
DPPA2,MOV10
DPPA2,CALU
DPPA2,PLOD2
DPPA2,P3H1
DPPA2,PMM1
DPPA2,HIST1H2BL
DPPA2,HIST1H2AI
DPPA2,COL27A1
DPPA2,PTPN14
DPPA2,HIST1H2BN
DPPA2,HIST1H2AK
DPPA2,HIST1H2BK
DPPA2,ULK1
DPPA2,P4HA2
DPPA2,P3H4
DPPA2,TPM4
DPPA2,RBPMS2
DPPA2,SLC16A1
DPPA2,OPLAH
DPPA2,GLIPR2
DPPA2,TFCP2L1
DPPA2,SOCS2
DPPA2,TMEM150A
DPPA2,GPX3
DPPA2,PFKP
DPPA2,HMGA1B
DPPA2,HMGA1
DPPA2,PDIA6
DPPA2,ITPK1
DPPA2,EPS8
DPPA2,SPOCK1
DPPA2,KLF3
DPPA2,DAB2
DPPA2,HSPB1
DPPA2,SEC24D
DPPA2,COMMD3
DPPA2,NDRG1
DPPA2,BEND5
DPPA2,HIST1H3H
DPPA2,FAM129B
DPPA2,HIST1H2AF
DPPA2,ZFPM1
DPPA2,ZFP57
DPPA2,HIST1H2BF
DPPA2,CEMIP
DPPA2,HSP90B1
DPPA2,MRAS
DPPA2,RBPJ
DPPA2,KDM3A
DPPA2,GLS
DPPA2,CSRP2
DPPA2,CALD1
DPPA2,APOBEC3
DPPA2,COTL1
DPPA2,2410141K09RIK
DPPA2,UBE2C
DPPA2,SPARC
DPPA2,ZFP979
DPPA2,CTSD
DPPA2,CALCOCO2
DPPA2,WDR45
DPPA2,NDRG4
DPPA2,SRGN
DPPA4,SFI1
DPPA4,GLDC
DPPA4,SHROOM3
DPPA4,MARC2
DPPA4,ADAM23
DPPA4,IGFBP2
DPPA4,LAMA1
DPPA4,KAT2B
DPPA4,CAR2
DPPA4,NUP210
DPPA4,TET2
DPPA4,DAB2
DPPA4,TXNDC5
DPPA4,ITGA6
DPPA4,KHDC3
DPPA4,LAMC1
DPPA4,COL4A2
DPPA4,COL4A1
DPPA4,NOTUM
DPPA4,MME
DPPA4,TPD52
DPPA4,NRG1
DPPA4,ATP13A3
DPPA4,BMPER
DPPA4,CCN2
DPPA4,PODXL
DPPA4,LRP2
DPPA4,LAMA5
DPPA4,RRBP1
DPPA4,STARD10
DPPA4,CKAP4
DPPA4,BEX1
DPPA4,GNAS
DPPA4,HSP90B1
DPPA4,ME1
DPPA4,LRRK1
DPPA4,PHLDA3
DPPA4,KDELR2
DPPA4,XBP1
DPPA4,MYO6
DPPA4,RNF157
DPPA4,EDEM1
DPPA4,SEC24D
DPPA4,MAN1A2
DPPA4,FRMD4A
DPPA4,DPP4
DPPA4,KRT8
DPPA4,RBPJ
DPPA4,IMPDH1
DPPA4,PMM1
DPPA4,GAS6
DPPA4,SLC16A1
DPPA4,PLOD2
DPPA4,P3H1
DPPA4,KIT
DPPA4,PHLDB2
DPPA4,CDC42SE2
DPPA4,ITPK1
DPPA4,SLC7A6
DPPA4,PTPN14
DPPA4,EPS8
DPPA4,DNMT3A
DPPA4,GRB10
DPPA4,ZFPM1
DPPA4,RBPMS2
DPPA4,TIMP2
DPPA4,GLIPR2
DPPA4,MRAS
DPPA4,TUBB6
DPPA4,CALU
DPPA4,SURF4
DPPA4,TYRO3
DPPA4,P3H4
DPPA4,P4HA2
DPPA4,NDRG1
DPPA4,APP
DPPA4,DNAJC10
DPPA4,CREB3L2
DPPA4,PFKP
DPPA4,MOV10
DPPA4,ULK1
DPPA4,MYLPF
DPPA4,GLS
DPPA4,TPM4
DPPA4,PDCD4
DPPA4,MYH9
DPPA4,FAM129B
DPPA4,BEND5
DPPA4,CD63
DPPA4,HMGA1B
DPPA4,HMGA1
DPPA4,KLF3
DPPA4,RAB11A
DPPA4,ANP32A
DPPA4,SPOCK1
DPPA4,AMOTL2
ESRRB,SPP1
ESRRB,FABP3
ESRRB,LDHB
ESRRB,PHC1
ESRRB,TFRC
ESRRB,MKRN1
ESRRB,UPP1
ESRRB,SGK1
ESRRB,LY6G6E
ESRRB,CALU
ESRRB,IGFBP2
ESRRB,ZFP42
ESRRB,MYLPF
ESRRB,CST3
ESRRB,MME
ESRRB,ZFPM1
ESRRB,MYMX
ESRRB,MSH6
ESRRB,SFI1
ESRRB,PCOLCE
ESRRB,PDK1
ESRRB,TDGF1
ESRRB,PARVB
ESRRB,OPLAH
ESRRB,RBPJ
ESRRB,FBLIM1
ESRRB,ID2
ESRRB,SLC25A5
ESRRB,NR0B1
ESRRB,DDAH2
ESRRB,CSRP2
ESRRB,DPPA2
ESRRB,RBPMS2
ESRRB,RASGRP2
ESRRB,BCL3
ESRRB,HSPA5
ESRRB,POU5F1
ESRRB,2410141K09RIK
ESRRB,GABBR1
ESRRB,EIF4A2
ESRRB,SLC16A1
ESRRB,HMCES
ESRRB,CCN2
ESRRB,SAT1
ESRRB,CKB
ESRRB,NANOG
ESRRB,HSPB1
ESRRB,CAR2
ESRRB,PMM1
ESRRB,TPD52
ESRRB,TMEM150A
ESRRB,CDC20
ESRRB,CTSA
ESRRB,CALR
ESRRB,UNG
ESRRB,KHDC3
ESRRB,ZFP57
ESRRB,HIST1H1B
ESRRB,PLOD1
ESRRB,TDH
ESRRB,GNPDA1
ESRRB,PDPN
ESRRB,BMPER
ESRRB,SRI
ESRRB,SPRY4
ESRRB,SLC7A3
ESRRB,UBE2C
ESRRB,SEPT1
ESRRB,EPAS1
ESRRB,TINAGL1
ESRRB,TSPAN9
ESRRB,TXNDC12
ESRRB,MT1
ESRRB,DUSP9
ESRRB,AMOTL2
ESRRB,HIST1H2BK
ESRRB,GDPD5
ESRRB,EDEM1
ESRRB,SLC26A10
ESRRB,GLS
ESRRB,KDM3A
ESRRB,SLC5A11
ESRRB,PATJ
ESRRB,GATA6
ESRRB,THBD
ESRRB,TOP2A
ESRRB,HIST1H4K
ESRRB,HIST1H1A
ESRRB,DNMT3A
ESRRB,EPHA2
ESRRB,SHROOM3
ESRRB,IFITM1
ESRRB,VSIR
ESRRB,TMEM144
ESRRB,CTSL
ESRRB,SPRY2
ESRRB,ADAM19
ESRRB,ANXA5
ESRRB,IL33
ESRRB,PML
ESRRB,SELENOW
ESRRB,HIST1H2BF
ESRRB,APOBEC3
ESRRB,TGIF1
ESRRB,F3
ESRRB,GATA4
ESRRB,KAT6B
ESRRB,CRIP2
ESRRB,BCAT1
ESRRB,FGF10
ESRRB,NDRG4
ESRRB,LAMA1
ESRRB,MYH9
ESRRB,GSTA4
ESRRB,CCNG1
ESRRB,TIMP3
ESRRB,HSP90B1
ESRRB,CALD1
ESRRB,DNAJC10
ESRRB,LRPAP1
ESRRB,GAS6
ESRRB,EPHA4
ESRRB,AMPD2
ESRRB,KLF6
ESRRB,WDR45
ESRRB,TCL1
ESRRB,RCN3
ESRRB,TAX1BP3
ESRRB,TAGLN2
ESRRB,ITPK1
ESRRB,SURF4
ESRRB,CHCHD10
ESRRB,LAMB1
ESRRB,LGMN
ESRRB,2200002D01RIK
ESRRB,TUBA4A
ESRRB,KDELR2
ESRRB,APOE
ESRRB,STXBP2
GABBR1,SOAT1
GABBR1,GAS6
GABBR1,PDIA6
GABBR1,GNPDA1
GABBR1,ARHGAP29
GABBR1,CST3
GABBR1,COTL1
GABBR1,CREB3L2
GABBR1,ATP6V0A1
GABBR1,CCNB1
GABBR1,FAM234A
GABBR1,TXNDC5
GABBR1,SHROOM3
GABBR1,NFXL1
GABBR1,CDC42SE2
GABBR1,TFRC
GABBR1,MARC2
GABBR1,ME1
GABBR1,SERPINE2
GABBR1,DNAJC10
GABBR1,P4HA1
GABBR1,CCNG1
GABBR1,GLDC
GABBR1,CALU
GABBR1,EDEM1
GABBR1,BNIP3
GABBR1,KDELR2
GABBR1,P4HA2
GABBR1,GLIPR2
GABBR1,PATJ
GABBR1,ALPL
GABBR1,PDCD4
GABBR1,HIP1
GABBR1,MYO6
GABBR1,LOXL2
GABBR1,CTSL
GABBR1,TPD52
GABBR1,LAMA1
GABBR1,MME
GABBR1,F3
GABBR1,ADAM23
GABBR1,LGMN
GABBR1,PMM1
GABBR1,CTSD
GABBR1,RAB11A
GABBR1,SURF4
GABBR1,ABHD5
GABBR1,RAB3IL1
GABBR1,LRPAP1
GABBR1,RNF157
GABBR1,TOP2A
GABBR1,INSIG1
GABBR1,XBP1
GABBR1,TFCP2L1
GABBR1,SRI
GABBR1,KPNA2
GABBR1,ITGA6
GABBR1,FDPS
GABBR1,STARD10
GABBR1,STXBP2
GABBR1,PDK1
GABBR1,DDAH2
GABBR1,ASS1
GABBR1,TIMP3
GABBR1,UBE2C
GABBR1,CDC20
GABBR1,SLC7A6
GABBR1,KANK3
GABBR1,P3H1
GABBR1,CALR
GABBR1,ZFYVE21
GABBR1,BEND5
GABBR1,EPS8
GABBR1,TUBB6
GABBR1,SLC9A6
GABBR1,TSPAN9
GABBR1,ANXA2
GABBR1,TMED2
GABBR1,BCAT1
GABBR1,LRRK1
GABBR1,ODC1
GABBR1,SPOCK1
GABBR1,CRIP2
GABBR1,CAR2
GABBR1,SELENOW
GABBR1,CD63
GABBR1,RRBP1
GABBR1,TAX1BP3
GABBR1,PLOD2
GABBR1,LMF2
GABBR1,NRG1
GABBR1,TIMP2
GABBR1,CCN2
GABBR1,ZFP57
GABBR1,BEX1
GABBR1,GPX3
GABBR1,FAM129B
GABBR1,SLC16A1
GABBR1,TPM4
GABBR1,CKAP4
GABBR1,MAN1A2
GABBR1,FRMD4A
GABBR1,SEC24D
GABBR1,ETV5
GABBR1,TYRO3
GABBR1,NID1
GABBR1,MYH9
GABBR1,PTPN14
GABBR1,ERP29
GABBR1,DKC1
GABBR1,FN1
GABBR1,VSIR
GABBR1,HSPG2
GABBR1,SDC4
GABBR1,IMPDH1
GABBR1,MANF
GABBR1,GLS
GABBR1,RRM2
GABBR1,SLC25A5
GABBR1,HTRA1
GABBR1,HSPA5
GABBR1,ADAM19
GABBR1,MOV10
GABBR1,CEMIP
GABBR1,DAB2
GABBR1,HMCES
GABBR1,P4HB
GABBR1,HSPB1
GABBR1,ZFPM1
GABBR1,PODXL
GABBR1,CSRP2
GABBR1,BMPER
GABBR1,PLOD3
GABBR1,COL4A2
GABBR1,COL4A1
GABBR1,B2M
GABBR1,PLOD1
GABBR1,PARP1
GABBR1,SFI1
GABBR1,TET2
GABBR1,CTSZ
GABBR1,2410141K09RIK
GABBR1,UCHL1
GABBR1,LEFTY2
GABBR1,GDPD5
