Gene1,Gene2
BRCA1,BRCA2
BRCA1,CCNB1
BRCA1,CDKN1A
BRCA1,DDB2
BRCA1,DDIT3
BRCA1,IGF1R
BRCA1,MAD2L1
BRCA1,TFF1
CREB1,CXCR4
CREB1,GRPR
CREB1,LAPTM4B
CREB1,NDC80
CREB1,POLD2
CREB1,PSEN1
CREB1,RRM2B
CREB1,SLC39A1
CREB1,STMN1
DDIT3,ASNS
DDIT3,ATG5
DDIT3,TF
DNMT1,BIRC5
DNMT1,CXCR4
DNMT1,HDAC1
DNMT1,IL32
DNMT1,MSH2
DNMT1,SFRP1
GATA4,NPPB
HDAC1,APOC3
HDAC1,BIRC5
HDAC1,BRCA2
HDAC1,CDKN1A
HDAC1,DNMT1
HDAC1,PCNA
HDAC1,PSIP1
HDAC1,SFRP1
HDAC1,SPP1
HDAC1,TFF1
HDAC2,CCL2
HDAC2,CDKN1A
HDAC2,DNMT1
KLF6,CDKN1A
KLF6,IGF1R
KLF6,LAMA1
KLF6,PMAIP1
KLF6,PTTG1
OTX2,AURKA
OTX2,HESX1
PREB,CCL2
PTTG1,CCNB1
PTTG1,CDK1
PTTG1,ID3
PTTG1,LGALS1
ZNF143,BUB1B
ZNF143,ESCO2
BRCA1,AKR1B1
BRCA1,AURKA
BRCA1,CDK1
BRCA1,CDK4
BRCA1,CHEK2
BRCA1,DCLRE1C
BRCA1,FANCA
BRCA1,FANCD2
BRCA1,HDAC1
BRCA1,HDAC2
BRCA1,KPNA2
BRCA1,MED21
BRCA1,MLH1
BRCA1,PCNA
BRCA1,RBBP8
BRCA1,TOP2A
BRCA2,BRCA1
BRCA2,BUB1B
BRCA2,CDK1
BRCA2,FANCD2
BRCA2,PLK1
CREB1,ABCE1
CREB1,ACY1
CREB1,AIMP2
CREB1,AMHR2
CREB1,ARL6IP6
CREB1,ATG5
CREB1,ATP5G1
CREB1,B4GALT3
CREB1,BRCA1
CREB1,C11orf1
CREB1,CAMK2D
CREB1,CHEK1
CREB1,CRELD1
CREB1,DGAT1
CREB1,DHRS3
CREB1,EMC2
CREB1,EPS8L2
CREB1,F3
CREB1,FN1
CREB1,GATA4
CREB1,GOT1
CREB1,GPM6B
CREB1,GPN1
CREB1,HMBS
CREB1,HNRNPH3
CREB1,HSD17B7
CREB1,ID2
CREB1,ID3
CREB1,IFNGR1
CREB1,IVNS1ABP
CREB1,LAMB1
CREB1,LAMC1
CREB1,LCMT1
CREB1,MAP1B
CREB1,MED21
CREB1,MLF1
CREB1,NTHL1
CREB1,PAK1IP1
CREB1,PCID2
CREB1,PEF1
CREB1,PITX2
CREB1,POLB
CREB1,PRKCE
CREB1,PTP4A1
CREB1,RBBP8
CREB1,RCAN1
CREB1,RNF19A
CREB1,SEC11C
CREB1,SGK1
CREB1,SHKBP1
CREB1,SPAG9
CREB1,SRM
CREB1,SULF2
CREB1,SUV39H2
CREB1,TF
CREB1,TFRC
CREB1,TMEM97
CREB1,UCHL5
CREB1,UMPS
CREB1,UROD
CREB1,USP39
CREB1,USP44
CREB1,YWHAH
DDB2,HDAC1
DDIT3,APEH
DDIT3,ATP5G1
DDIT3,CCS
DDIT3,FANCB
DDIT3,HSD17B14
DDIT3,ID2
DDIT3,ID3
DDIT3,IQGAP2
DDIT3,LAMC1
DDIT3,MRPS27
DDIT3,NIP7
DDIT3,PROSER1
DDIT3,UCKL1
DDIT3,VTN
DNMT1,DNMT3B
DNMT1,EED
DNMT1,HDAC2
DNMT1,PCNA
EED,DNMT1
EED,DNMT3B
EED,HDAC1
EED,HDAC2
GABPB1,YAF2
HDAC1,BRCA1
HDAC1,BRMS1
HDAC1,BUB1
HDAC1,BUB1B
HDAC1,CDC20
HDAC1,DDB2
HDAC1,DNMT3B
HDAC1,EED
HDAC1,HDAC2
HDAC1,PITX2
HDAC1,PPP2R1B
HDAC1,RFC4
HDAC1,RUVBL2
HDAC1,TGIF1
HDAC1,TOP2A
HDAC1,TPD52L1
HDAC2,BRCA1
HDAC2,BRMS1
HDAC2,CDC20
HDAC2,DNMT3B
HDAC2,EED
HDAC2,HDAC1
HDAC2,TOP2A
HIST1H1C,F10
ING3,NR1H3
IVNS1ABP,PFN2
KNTC1,ZWILCH
MCM3,CDC6
