Gene1,Gene2
BRCA1,ASNSD1
BRCA1,SPDL1
BRCA1,HNRNPH3
BRCA1,SEC22C
BRCA1,SKA3
BRCA1,NCAPG
BRCA1,TIPIN
BRCA1,CD320
BRCA1,NOL11
BRCA1,FASTKD2
BRCA1,MMS22L
BRCA1,LTV1
BRCA1,MCM4
BRCA1,MGME1
BRCA1,COQ3
BRCA1,GTF2H3
BRCA1,ACADSB
BRCA1,CDC20
BRCA1,POLR1C
BRCA1,NOP16
BRCA1,NIF3L1
BRCA1,CCDC77
BRCA1,SMC4
BRCA1,SLC35B4
BRCA1,ATG5
BRCA1,USP39
BRCA1,ASPH
BRCA1,COPS3
BRCA1,C11orf54
BRCA1,CPSF3
BRCA1,SLC25A26
BRCA1,HDAC6
BRCA1,PRC1
BRCA1,KPNA2
BRCA1,BUB1B
BRCA1,FANCD2
BRCA1,ZWILCH
BRCA1,ANAPC4
BRCA1,CAMK2D
BRCA1,SEPT10
BRCA1,PRMT5
BRCA1,ABCE1
BRCA1,HIBCH
BRCA1,LRR1
BRCA1,CMSS1
BRCA1,R3HDM1
BRCA1,METTL8
CREB1,FANCD2
CREB1,RRM1
CREB1,TRIAP1
CREB1,GTF2H3
CREB1,LIAS
CREB1,NDC80
CREB1,MRPL2
CREB1,KLC4
CREB1,ZFAND2A
CREB1,LRRC40
CREB1,CENPK
CREB1,IDH3B
CREB1,SUPV3L1
CREB1,BRMS1
CREB1,C11orf1
CREB1,TBRG4
CREB1,WDR75
CREB1,CCDC77
CREB1,MECR
CREB1,NOL10
CREB1,EXOSC9
CREB1,PAK1IP1
CREB1,TMEM147
CREB1,PLAA
CREB1,METTL1
CREB1,THOC1
CREB1,ATG5
CREB1,KLHL7
CREB1,C9orf72
CREB1,WDHD1
CREB1,ZSWIM7
CREB1,C1orf109
CREB1,WDR74
CREB1,EFTUD2
CREB1,PIK3R4
CREB1,CAAP1
CREB1,PSME3
CREB1,ABCE1
CREB1,PHF5A
CREB1,MBIP
CREB1,TMEM237
CREB1,BRCA1
CREB1,THAP4
CREB1,HAUS2
CREB1,GTF3C2
CREB1,ING3
CREB1,PRC1
CREB1,PEF1
CREB1,GTF2E1
CREB1,MTTP
CREB1,CACYBP
CREB1,ELOVL5
CREB1,HDAC6
CREB1,IFRD2
CREB1,MRPL49
CREB1,C9orf78
CREB1,EMG1
CREB1,UCHL5
CREB1,CENPE
CREB1,ICE2
CREB1,AURKA
CREB1,TSFM
CREB1,HAT1
CREB1,STARD3NL
CREB1,SLC35B4
CREB1,SPAG9
CREB1,ZNF143
CREB1,TFRC
CREB1,ARG2
CREB1,CMSS1
CREB1,ISY1
CREB1,M6PR
CREB1,CFAP20
CREB1,BCKDK
CREB1,PCID2
CREB1,ATP1B3
CREB1,ZNF561
CREB1,APOC1
CREB1,MAD2L1BP
CREB1,ZNF146
CREB1,MLH1
CREB1,POLB
CREB1,PTP4A1
CREB1,PROSER1
CREB1,PCNA
CREB1,ATL2
CREB1,COPS7A
CREB1,RFC4
CREB1,METTL3
CREB1,GEMIN8
CREB1,IFT52
CREB1,ORC5
CREB1,MGME1
CREB1,ISG20
CREB1,TRNT1
CREB1,LTV1
CREB1,CPSF6
CREB1,TF
CREB1,CKS2
CREB1,BRCA2
CREB1,RFC2
CREB1,SMC4
CREB1,HSD17B7
CREB1,NEDD1
CREB1,S100A13
CREB1,BBS7
CREB1,TRIM28
CREB1,NARS2
CREB1,DCUN1D5
CREB1,RNASEH2A
CREB1,DTYMK
CREB1,NIF3L1
CREB1,NTMT1
CREB1,TIMM50
CREB1,TIMM21
CREB1,PSEN1
CREB1,HMGCR
CREB1,IFNGR1
CREB1,TP53INP2
CREB1,CENPN
CREB1,COPS3
CREB1,HERPUD1
CREB1,HMBS
CREB1,GOT1
CREB1,SLC25A26
CREB1,WDR43
CREB1,ANP32E
CREB1,CCDC138
CREB1,GALE
CREB1,MLF1
CREB1,PDE6D
CREB1,COPS7B
CREB1,MRPS27
CREB1,NUDT15
CREB1,MCM6
CREB1,PSPH
CREB1,RBBP8
CREB1,ZNF260
CREB1,RNF138
CREB1,SUV39H2
CREB1,NUP35
CREB1,MRPS12
CREB1,ZDHHC4
CREB1,MCM7
CREB1,ATG4C
CREB1,LCMT1
CREB1,PEMT
CREB1,IDI1
CREB1,AIMP2
CREB1,WARS
CREB1,NPRL2
CREB1,CRELD1
CREB1,TTK
CREB1,VRK1
CREB1,NUP54
CREB1,TMEM97
CREB1,NME1
CREB1,TIPIN
CREB1,BUB1B
CREB1,LSM10
CREB1,NCAPG
CREB1,NIP7
CREB1,HNRNPH2
CREB1,MRPS11
CREB1,NUF2
CREB1,DNAJB9
CREB1,MIS18BP1
CREB1,NAA50
CREB1,PIGH
CREB1,EIF2B3
CREB1,NDUFAF5
CREB1,RNF19A
CREB1,MTX2
CREB1,CHEK1
CREB1,KIF23
CREB1,R3HDM1
CREB1,RAB28
CREB1,UBE2T
CREB1,DCAF13
CREB1,HIBCH
CREB1,TTI2
CREB1,RUVBL1
CREB1,CHEK2
CREB1,METTL21A
CREB1,USP11
CREB1,TMEM69
CREB1,DBF4
CREB1,AASS
CREB1,TIMMDC1
CREB1,POLD2
CREB1,GATM
CREB1,CDCA3
CREB1,AAMP
CREB1,MAD2L1
CREB1,WDR3
CREB1,TRIP13
CREB1,PUS7L
CREB1,GGPS1
CREB1,ZWILCH
CREB1,FBL
CREB1,B4GALT3
CREB1,NUP93
CREB1,PRKCE
CREB1,SLC39A1
CREB1,ASL
CREB1,IVNS1ABP
CREB1,NCK1
CREB1,SQLE
CREB1,FN1
CREB1,AMZ2
CREB1,ZNF766
CREB1,PPP1R21
CREB1,NTHL1
CREB1,C6orf203
CREB1,LAPTM4B
CREB1,SLC38A2
CREB1,CRYZL1
CREB1,DPH6
CREB1,AAR2
CREB1,POLD3
CREB1,DHCR7
CREB1,KLHDC2
CREB1,C1GALT1
CREB1,MCRS1
CREB1,CDC6
CREB1,DSN1
CREB1,YEATS4
CREB1,CENPU
CREB1,EXTL2
CREB1,SEPT10
CREB1,HMCES
CREB1,ELP6
CREB1,GMPR2
CREB1,MCM3
CREB1,PSMD10
CREB1,PMS1
CREB1,GPN3
CREB1,AURKB
CREB1,CCNB1
CREB1,THYN1
CREB1,ORC4
CREB1,ACADSB
CREB1,WRB
CREB1,PRMT5
CREB1,IMMP1L
CREB1,DPAGT1
CREB1,CUEDC2
CREB1,SLC7A6
CREB1,KPNA2
CREB1,TM7SF3
CREB1,MAT2B
CREB1,CDK5RAP1
CREB1,UTP18
CREB1,SF3A3
CREB1,NIFK
CREB1,NR1H3
CREB1,DDIT3
CREB1,HOOK2
CREB1,MYBL2
CREB1,TPX2
CREB1,ACTL6A
CREB1,PPP1R7
CREB1,TYMS
CREB1,ATG101
CREB1,CEP70
CREB1,DGAT1
CREB1,SIL1
CREB1,DTWD1
CREB1,TATDN3
CREB1,CD320
CREB1,ACAT2
CREB1,TPGS2
CREB1,NOL11
CREB1,TUBE1
CREB1,ZNF567
CREB1,CCDC88A
CREB1,MRPL16
CREB1,IQCB1
CREB1,XPO6
CREB1,FEN1
CREB1,PARPBP
CREB1,NUP37
CREB1,OGFOD1
CREB1,MPC1
CREB1,SLC5A6
CREB1,SRM
CREB1,RAD54L
CREB1,MYL6B
CREB1,HMGB2
CREB1,DCTPP1
CREB1,ZWINT
CREB1,MCM4
CREB1,OPA1
CREB1,USP45
CREB1,EEF1E1
CREB1,BLM
CREB1,PPA2
CREB1,CHTF18
CREB1,CAMK2D
CREB1,BCS1L
CREB1,PLRG1
CREB1,PRIM2
CREB1,RUVBL2
CREB1,BIRC5
CREB1,CDK4
CREB1,MYO9A
CREB1,KIF22
CREB1,KIF20A
CREB1,DLGAP5
CREB1,CHCHD6
CREB1,IL6ST
CREB1,CDKN3
CREB1,ARHGAP26
CREB1,UBLCP1
CREB1,VPS33A
CREB1,TBPL1
CREB1,SDAD1
CREB1,NOP16
CREB1,ASNS
CREB1,MORN2
CREB1,GPN1
CREB1,HSDL2
CREB1,IMP4
CREB1,TDP1
CREB1,CRBN
CREB1,DROSHA
CREB1,PLK1
CREB1,ARL14EP
CREB1,VPS72
CREB1,FLAD1
CREB1,COMMD10
CREB1,TTC4
CREB1,UBAC2
CREB1,CDCA2
CREB1,MPHOSPH6
CREB1,HMMR
CREB1,TOP2A
CREB1,CKAP2
CREB1,NUP88
CREB1,HMGN4
CREB1,KIFAP3
CREB1,PPP1CC
CREB1,SEC22C
CREB1,KATNA1
CREB1,POLR1B
CREB1,ESCO2
CREB1,TADA1
CREB1,YARS
CREB1,S100PBP
CREB1,ELP2
CREB1,EIF3J
CREB1,PMAIP1
CREB1,SEC11C
CREB1,FANCA
CREB1,MRPL1
CREB1,EED
CREB1,STMN1
CREB1,MTHFD2
CREB1,UGP2
CREB1,ACADVL
CREB1,ISG15
CREB1,UBE2C
CREB1,AAAS
CREB1,ZFYVE21
CREB1,NEK2
CREB1,ALG8
CREB1,CPSF3
CREB1,SNRNP25
CREB1,HACL1
CREB1,RAD1
CREB1,BRIX1
CREB1,SPTLC3
CREB1,ACY1
CREB1,TDP2
CREB1,EXOC5
CREB1,DNPEP
CREB1,KIF20B
CREB1,TSR1
CREB1,ACOT7
CREB1,GMNN
CREB1,YWHAH
CREB1,MSH2
CREB1,GCHFR
CREB1,PTPN12
CREB1,HIST1H4C
CREB1,ZNF232
CREB1,CCDC66
CREB1,CMPK1
CREB1,C11orf54
CREB1,RAD51AP1
CREB1,CCDC169
CREB1,ERAL1
CREB1,ECHDC1
CREB1,SKA3
CREB1,FANCI
CREB1,METTL8
CREB1,GLMN
CREB1,C17orf75
CREB1,EXOSC5
CREB1,GGCT
CREB1,C11orf74
CREB1,NOSIP
CREB1,MPHOSPH9
CREB1,C19orf48
CREB1,VPS26A
CREB1,MST1
CREB1,RIOK1
CREB1,CDC20
CREB1,PNPT1
CREB1,NBAS
CREB1,MCM5
CREB1,TEX10
CREB1,DDIT4
CREB1,OIP5
CREB1,NUSAP1
CREB1,CENPF
CREB1,BBS9
CREB1,NUDT1
CREB1,BLMH
CREB1,PRKCI
CREB1,RSU1
CREB1,FAM118B
CREB1,UQCC1
CREB1,NUCB2
CREB1,UBL7
CREB1,NFYB
CREB1,TIPARP
CREB1,TK1
CREB1,MMS19
CREB1,FLRT3
