Gene1,Gene2
POLR1B,RRN3
SIRT1,CHEK2
SIRT1,CDK6
SIRT1,ZEB1
ZEB1,SIRT1
SOS2,RRAS2
MCM2,RAD51AP1
NANOG,ZIC3
ZIC3,NANOG
NANOG,KDR
NANOG,THY1
NANOG,OTX2
OTX2,NANOG
NANOG,PROM1
NANOG,TBX3
TBX3,NANOG
NANOG,GATA4
GATA4,NANOG
NANOG,BMP4
BMP4,NANOG
NANOG,GATA6
GATA6,NANOG
NANOG,EOMES
EOMES,NANOG
ELL2,MLLT3
MLLT3,ELL2
BMP4,SPP1
BMP4,GPC3
BMP4,MATN3
BMP4,BAMBI
BMP4,MEPE
BMP4,OTX2
OTX2,BMP4
BMP4,WNT5A
BMP4,TBX3
TBX3,BMP4
BMP4,GATA4
GATA4,BMP4
BMP4,BMPR1A
BMPR1A,BMP4
BMP4,FN1
BMP4,BMPER
BMP4,ZFYVE16
BMP4,TNC
BMP4,BMP2
BMP2,BMP4
BMP4,FBN1
BMP4,EOMES
EOMES,BMP4
BMP4,PRSS23
BMP4,DKK1
BMP4,CER1
BMP4,PENK
BMP4,LTBP1
MCM2,NCAPG
BHLHE40,RMI1
BHLHE40,BLM
TBX3,GATA6
GATA6,TBX3
KAT7,MCM2
MCM2,KAT7
KAT7,PLK1
MCM2,KIF23
POLR1B,WDR12
WWP1,RNF138
MCM2,NDC80
MCM2,TIPIN
ZEB1,EPCAM
MCM2,CCNE2
MCM2,KIF15
MCM2,DTL
MCM2,WDHD1
MCM2,CDCA8
MCM2,CDC20
MCM2,CCNA2
MCM2,ESCO2
MCM2,EXO1
MCM2,CCNB2
MCM2,BUB1B
MCM2,CDC7
MCM2,TTK
MCM2,PLK1
MCM2,TEX10
MCM2,CHEK2
MCM2,CDK6
MCM2,PRIM1
GATA6,GATA4
GATA4,GATA6
WWP1,SH3RF1
MYOCD,ACTC1
POLR1B,UTP15
BMP2,BMPER
BMP2,COL1A2
WWP1,LRR1
POLR1B,TRUB1
CNTRL,PLK1
POLR1B,TTC27
GATA4,BMPR1A
BMPR1A,GATA4
GATA4,BMP2
BMP2,GATA4
GATA4,MYOCD
MYOCD,GATA4
BMPR1A,ZFYVE16
BMP2,ZFYVE16
ASH2L,SPP1
ASH2L,PRMT6
WWP1,ERBB4
OTX2,DKK1
ZEB1,FN1
ZEB1,ESRP1
ZEB1,ZEB2
ZEB2,ZEB1
ZEB1,VIM
POLR1B,TFB2M
WWP1,GLMN
POLR1B,NOC3L
CNTRL,CEP55
BMPR1A,BAMBI
BMPR1A,BMP2
BMP2,BMPR1A
BMPR1A,CER1
WWP1,CDC20
BMP2,BAMBI
BMP2,SPP1
BMP2,CER1
NFIB,POLR3G
WWP1,MEX3C
WWP1,NEDD4
ZEB2,VIM
