Gene1,Gene2
GATA6,DKK1
GATA6,PLAU
KLF8,FN1
KLF8,VIM
NANOG,CDK6
NANOG,DKK1
NANOG,KDR
NANOG,GATA4
NANOG,GATA6
NANOG,SEMA6A
PITX2,WNT5A
SIRT1,BCL11A
SIRT1,COL1A2
SIRT1,TBX3
WWP1,ERBB4
ZEB1,EPCAM
ZEB2,ITGA5
ZEB2,VIM
BHLHE40,CAMK2D
BHLHE40,KLHL12
BHLHE40,VIM
KAT7,MCM2
KAT7,VIM
MCM2,CCNB2
MCM2,CDC7
MCM2,CDK6
MCM2,KAT7
MCM2,PLK1
POLR1B,RRN3
WWP1,KDR
WWP1,PDGFRA
ZEB1,ACTC1
ZEB1,ALCAM
ZEB1,ALPK2
ZEB1,DCAF6
ZEB1,FAM89A
ZEB1,FN1
ZEB1,FREM1
ZEB1,GABRB2
ZEB1,JPH1
ZEB1,LTBP1
ZEB1,MAN1A1
ZEB1,NFIB
ZEB1,NRP2
ZEB1,OTX2
ZEB1,PCDH7
ZEB1,PHLDA1
ZEB1,PIK3R5
ZEB1,PPM1H
ZEB1,PPT2
ZEB1,PREPL
ZEB1,PROM1
ZEB1,PRSS23
ZEB1,RFESD
ZEB1,RPE
ZEB1,STIM2
ZEB1,TMOD1
ZEB1,TP53INP1
ZEB1,UNC5D
GATA6,SEMA6A
