Gene1,Gene2
EPOR,CISH
FOS,JUN
FOS,KRT18
FOS,MT1
GATA1,CDC6
IRF1,GBP2
JUN,ALDH1A1
JUN,ASAH1
JUN,CTSE
JUN,FOS
JUN,GCLC
JUN,KRT18
JUN,PLIN2
MYCN,PTDSS1
CENPK,AURKB
CENPK,BIRC5
CENPK,BUB1B
CENPK,CCNA2
CENPK,CCNB1
CENPK,CDC20
CENPK,CENPA
CENPK,CKAP2L
CENPK,MIS12
CENPK,NDE1
CENPK,NUP107
CENPK,NUP85
CENPK,PBK
CENPK,PRIM1
CENPK,RANGAP1
CENPK,SPC24
CENPK,SPC25
CENPK,TPX2
CITED4,ZDHHC6
DDX20,NUP107
DDX20,NUP85
FOS,ABCF3
FOS,CCNA2
FOS,DUSP1
FOS,E2F6
FOS,LSP1
FOS,MAPK9
FOS,MFNG
FOS,MT2
FOS,OPTN
FOS,PPP2R1B
FOS,PROCR
FOS,RAB37
FOS,RNF115
FOS,ZFP36
GATA1,ABCF3
GATA1,ALDH1A1
GATA1,ANGPT1
GATA1,BLVRB
GATA1,CELA1
GATA1,DENND2D
GATA1,DUSP1
GATA1,DUSP2
GATA1,EPOR
GATA1,FBXW5
GATA1,FOS
GATA1,GCNT2
GATA1,GFI1B
GATA1,HARS
GATA1,HEMGN
GATA1,JUN
GATA1,KEL
GATA1,KLF1
GATA1,KLHL6
GATA1,LSP1
GATA1,PLXNC1
GATA1,RFESD
GATA1,RHD
GATA1,SLC14A1
GATA1,SLC40A1
GATA1,SQLE
GATA1,TCP11L2
GATA1,UBE2G2
GATA1,UCKL1
GATA1,WDR6
GFI1B,GATA1
IRF1,ARHGEF6
IRF1,ASF1B
IRF1,GRINA
IRF1,MT2
IRF1,PLXNC1
IRF1,RTP4
JUN,ABCF3
JUN,AQP1
JUN,CCNA2
JUN,DCAF11
JUN,DUSP2
JUN,E2F6
JUN,EMILIN1
JUN,GSTM1
JUN,KLF1
JUN,LSP1
JUN,MAPK9
JUN,MFNG
JUN,PPP2R1B
JUN,PROCR
JUN,PTGS1
JUN,RAB37
JUN,RNF115
JUN,SLC20A1
JUN,ZFP36
KLF1,GATA1
MAPK9,JUN
MCM2,ASF1B
MCM2,AURKA
MCM2,AURKB
MCM2,BIRC5
MCM2,BUB1B
MCM2,CCNA2
MCM2,CCNB1
MCM2,CCNB2
MCM2,CDC20
MCM2,CDC45
MCM2,CDC7
MCM2,CDT1
MCM2,CENPA
MCM2,FIGNL1
MCM2,KIF22
MCM2,LIG1
MCM2,MCM4
MCM2,MKI67
MCM2,MSH6
MCM2,ORC2
MCM2,ORC5
MCM2,ORC6
MCM2,PBK
MCM2,POLD1
MCM2,PRIM1
MCM2,PRIM2
MCM2,RRM1
MCM2,RRM2
MCM2,SPC25
MCM2,TIPIN
MCM2,TK1
MCM2,TOP2A
MCM2,TPX2
MCM2,TYMS
MCM2,UBE2C
MCM2,UHRF1
MCM4,ASF1B
MCM4,AURKA
MCM4,AURKB
MCM4,BIRC5
MCM4,BUB1B
MCM4,CCNA2
MCM4,CCNB1
MCM4,CCNB2
MCM4,CDC20
MCM4,CDC45
MCM4,CDC7
MCM4,CDT1
MCM4,FIGNL1
MCM4,KIF22
MCM4,LIG1
MCM4,MCM2
MCM4,MKI67
MCM4,MSH6
MCM4,ORC2
MCM4,ORC5
MCM4,ORC6
MCM4,PBK
MCM4,POLD1
MCM4,PRIM1
MCM4,PRIM2
MCM4,RRM1
MCM4,RRM2
MCM4,TIPIN
MCM4,TK1
MCM4,TOP2A
MCM4,TPX2
MCM4,TYMS
MCM4,UHRF1
MCM5,CDC45
MCM5,CDC7
MCM5,ORC2
MCM5,ORC5
MCM5,ORC6
MYCN,ALAD
MYCN,ANXA6
MYCN,AURKA
MYCN,AURKB
MYCN,BAP1
MYCN,BUB1B
MYCN,CAD
MYCN,CCNE1
MYCN,CDT1
MYCN,D10WSU102E
MYCN,DCAF11
MYCN,DENND2D
MYCN,DUSP2
MYCN,FASTKD2
MYCN,FPGS
MYCN,GCLC
MYCN,GTF2H1
MYCN,IARS
MYCN,IFI30
MYCN,LIG1
MYCN,LONP1
MYCN,MCM2
MYCN,ME2
MYCN,METAP1
MYCN,MFSD1
MYCN,MT2
MYCN,MTHFD1
MYCN,NUDT19
MYCN,NUDT9
MYCN,NUP93
MYCN,PICALM
MYCN,PKM
MYCN,PNO1
MYCN,POGLUT1
MYCN,POLR1B
MYCN,PPAT
MYCN,PRMT7
MYCN,PTDSS2
MYCN,PWP2
MYCN,RANGAP1
MYCN,RCC1
MYCN,RFESD
MYCN,RHOF
MYCN,SLC16A1
MYCN,SLC19A1
MYCN,SLC20A1
MYCN,SLC43A1
