,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
argP,0.0100697,0.0059405,0.0340424,0.0299494,0.0126688,0.0211810,0.0108269,0.0152174,0.0168832,0.0094118,0.0120366,0.0330521,0.0049086,0.0123467,0.0075955,0.0163204,0.0071544,0.0101973,0.0123245,0.0043498,0.0099257,0.0115057,0.0256225,0.0059197,0.0070859,0.0119119,0.0012713,0.0058684,0.0033648,0.0103590,0.0208870,0.0348528,0.0213374,0.0216959,0.0128613,0.0115604,0.0131119,0.0024315,0.0070993,0.0135857,0.0017088,0.0173861,0.0133580,0.0117518,0.0079501,0.0046724,0.0017271,0.0075991,0.0218031,0.0130960,0.0072671,0.0160495,0.0105905,0.0020548,0.0132001,0.0137058
dnaA,0.4438657,0.4505936,0.4253713,0.4573077,0.3663894,0.5442196,0.4475582,0.5201381,0.3426492,0.3643654,0.6102399,0.4973022,0.4515492,0.3943491,0.5270697,0.4709883,0.4194336,0.4136409,0.4760122,0.4213124,0.4979828,0.3492703,0.4066030,0.4267002,0.5268873,0.3481055,0.4119101,0.4496304,0.4635003,0.4734120,0.4394242,0.4489180,0.4170911,0.4021351,0.4507031,0.4517074,0.4847314,0.4603793,0.3572103,0.3986804,0.3949486,0.3843396,0.3005852,0.4501338,0.4811140,0.4944293,0.3932300,0.4676968,0.5559667,0.4875357,0.4323068,0.4294411,0.4571689,0.4417826,0.4564318,0.4244703
phoB,0.0271947,0.0288581,0.0131243,0.0223762,0.0209333,0.0148119,0.0278042,0.0082486,0.0312599,0.0224189,0.0263264,0.0220228,0.0530992,0.0426342,0.0134447,0.0249961,0.0294551,0.0173011,0.0171676,0.0139393,0.0189213,0.0270957,0.0398499,0.0725355,0.0304271,0.0151617,0.0490587,0.0395189,0.0309651,0.0378107,0.0323458,0.0288276,0.1018542,0.0180205,0.0427837,0.0194079,0.0341802,0.0515356,0.0289564,0.0369605,0.0336806,0.0156911,0.0275840,0.0170997,0.0167824,0.0178744,0.0165920,0.0206483,0.0173478,0.0355714,0.0263651,0.0271913,0.0343092,0.0309370,0.0370002,0.0488775
recF,0.0316304,0.0238926,0.0349138,0.0320521,0.0408556,0.0307691,0.0243847,0.0209406,0.0210655,0.0145524,0.0261824,0.0339635,0.0240458,0.0230738,0.0184954,0.0270271,0.0186158,0.0290538,0.0332586,0.0163073,0.0297542,0.0644371,0.0174027,0.0442516,0.0164739,0.0109144,0.0220986,0.0072249,0.0183725,0.0368646,0.0160236,0.0263706,0.0294966,0.0101932,0.0166842,0.0106399,0.0102832,0.0295100,0.0135151,0.0196546,0.0211046,0.0272805,0.0143988,0.0102329,0.0354879,0.0420325,0.0171261,0.0373325,0.0181406,0.0320734,0.0338672,0.0346583,0.0195604,0.0096409,0.0151860,0.0232766
dnaN,0.1286845,0.1702981,0.1561279,0.1982487,0.1566920,0.2250883,0.1873071,0.1990837,0.1572571,0.2845183,0.1886723,0.2043930,0.1595957,0.1922743,0.2009644,0.2066873,0.2174680,0.2086832,0.1962014,0.1648649,0.1845170,0.2227211,0.1805978,0.1482891,0.2658167,0.1754650,0.2345309,0.2438562,0.2150875,0.2406954,0.2794657,0.2106199,0.1800930,0.2392800,0.2064733,0.2045363,0.2105414,0.2045606,0.2057036,0.2451124,0.2642656,0.2355442,0.2550145,0.2145894,0.2848799,0.1812054,0.2624594,0.2401430,0.1815607,0.1666913,0.1716273,0.2079778,0.2109552,0.2229848,0.1751398,0.1999639
nrdA,0.5343896,0.3948612,0.3556763,0.3472251,0.4399740,0.4743441,0.4095353,0.3525663,0.4431847,0.4152709,0.4036325,0.3440916,0.3554071,0.3936326,0.3733730,0.4170577,0.4431044,0.5053485,0.4802716,0.4272230,0.4427952,0.4721270,0.3950265,0.4706769,0.4497823,0.4064334,0.5287909,0.4119942,0.4213581,0.4425892,0.3814445,0.4360821,0.3878006,0.4455503,0.5080150,0.4149709,0.4143580,0.3559057,0.4496941,0.4871096,0.3693619,0.4506528,0.4427843,0.4456651,0.5226311,0.4280877,0.3745694,0.4052596,0.4431081,0.3854297,0.4413356,0.3879477,0.5028653,0.4800310,0.5200671,0.4474521
nrdR,0.7023831,0.7970346,0.8034848,0.8011086,0.7246694,0.7308676,0.7567163,0.9282211,0.8536018,0.8112431,0.7913220,0.6529834,0.7101738,0.6078005,0.7258333,0.7967752,0.7156481,0.7241479,0.7116796,0.6524969,0.7512181,0.6928252,0.6649382,0.7663726,0.7678612,0.7344395,0.7619168,0.7723940,0.8026072,0.7486277,0.6822309,0.7272306,0.6993219,0.8192691,0.7563408,0.7476483,0.8018641,0.6818225,0.6384333,0.5980755,0.6634007,0.7599984,0.7568286,0.7649867,0.8182787,0.7499172,0.8629627,0.6652135,0.5868191,0.6501657,0.6678292,0.7035691,0.7113365,0.7837500,0.8274459,0.7476254
fis,0.3933180,0.3806052,0.4014387,0.3166682,0.4506070,0.3484725,0.3258021,0.4281541,0.3783018,0.3978787,0.3769714,0.3657253,0.3586063,0.4459744,0.3978201,0.4185005,0.4542184,0.4686633,0.4277500,0.4237665,0.4135917,0.3287682,0.4892655,0.3973600,0.4339279,0.4227782,0.3303527,0.4336742,0.4073743,0.4483761,0.3771805,0.4113349,0.4577599,0.3807394,0.4206809,0.3430263,0.3294522,0.3722451,0.3268884,0.3749397,0.4358136,0.4424775,0.3653347,0.4475013,0.4113799,0.3263296,0.4041708,0.3890629,0.3927246,0.4223437,0.3865531,0.3510145,0.3479860,0.3943644,0.3551260,0.4674936
mtlR,0.2838148,0.1933893,0.2099362,0.2861655,0.1743868,0.2216795,0.2214600,0.2074733,0.2528043,0.2266331,0.2021728,0.2281094,0.1933796,0.1994239,0.2314234,0.2644082,0.2403873,0.1931707,0.1995858,0.1910312,0.2704502,0.1932296,0.1496321,0.1587151,0.2110815,0.2114250,0.1772612,0.2122056,0.2070440,0.2112399,0.3930424,0.2728201,0.3277653,0.3906146,0.3097460,0.3344203,0.3387374,0.2780679,0.3122909,0.4550445,0.3083495,0.3451348,0.3061195,0.3591620,0.3472154,0.2846346,0.2553605,0.3255597,0.3117827,0.3133625,0.2750682,0.2807883,0.3044347,0.3487595,0.3066308,0.3298852
marR,0.3885589,0.2964491,0.2651944,0.2927529,0.2801069,0.2605828,0.3438735,0.2574245,0.2711092,0.2294754,0.2915907,0.2669971,0.2543588,0.2643885,0.2924886,0.2736965,0.2712919,0.3148182,0.3988747,0.2865897,0.2334802,0.2643437,0.2706414,0.2355654,0.2224227,0.4030963,0.2842994,0.2571142,0.3526964,0.3301686,0.3435655,0.3587720,0.4191994,0.3686913,0.3930896,0.2788154,0.4434670,0.5851345,0.4211117,0.4117841,0.3387123,0.4080821,0.3936450,0.3107226,0.3513302,0.3158026,0.4294144,0.3454655,0.4007414,0.2826310,0.3630482,0.3322758,0.4480120,0.4542166,0.3237903,0.3816488
