,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
ihfB,0.4146209,0.3072731,0.3982378,0.2640988,0.4003900,0.3504732,0.3172641,0.3106741,0.3087160,0.3823057,0.4035195,0.4023595,0.4086247,0.3952438,0.3309543,0.3557252,0.3587695,0.4109374,0.3155868,0.3485145,0.3268618,0.3234970,0.3679234,0.3706338,0.3154769,0.2736608,0.3473499,0.3153900,0.2753741,0.3798000,0.3203520,0.4048588,0.4065370,0.3161535,0.4391488,0.3537391,0.2996453,0.2914512,0.2909477,0.4490943,0.3408412,0.3811983,0.3479077,0.3887216,0.3215761,0.3653741,0.3958842,0.4466484,0.3390485,0.3198325,0.2997825,0.3843288,0.4007212,0.3396816,0.2555953,0.2894289
hipA,0.1824071,0.1582564,0.1534452,0.2407578,0.0942240,0.1279364,0.1350943,0.1133717,0.1197272,0.1135229,0.0886791,0.0983734,0.1577801,0.1269653,0.1436689,0.1964496,0.1083393,0.1354525,0.1357766,0.1585795,0.1042464,0.1646108,0.1372545,0.1647560,0.1740306,0.1990372,0.1571775,0.1767804,0.1179705,0.1060343,0.1110849,0.1223262,0.1190138,0.0773884,0.0883684,0.1242037,0.0961614,0.1333355,0.1125252,0.1596660,0.1976700,0.1447821,0.1312457,0.1828480,0.1669155,0.1575468,0.1372791,0.1286569,0.1446355,0.1898878,0.1379778,0.1325048,0.1245354,0.1185404,0.1414319,0.1082332
hipB,0.4281359,0.3360070,0.3337797,0.4473800,0.3777433,0.4325315,0.3244293,0.3352162,0.3365316,0.2933743,0.2775039,0.3451601,0.3579674,0.3639484,0.2761149,0.2708058,0.2984326,0.3973905,0.3923542,0.3306493,0.2975598,0.3620620,0.3037373,0.3374426,0.3417716,0.3339593,0.2693521,0.3148367,0.2760938,0.3244640,0.3192529,0.3593495,0.3737276,0.3346226,0.3395348,0.3586587,0.3499054,0.3313934,0.3344533,0.2645286,0.3029800,0.3056515,0.2935951,0.3308948,0.3092999,0.3157077,0.2350848,0.3102996,0.3286884,0.3270273,0.3372535,0.2855064,0.3198923,0.4442747,0.2929855,0.3237770
yeiL,0.4130452,0.4251914,0.5779613,0.4067681,0.5466636,0.4585081,0.4882195,0.4891278,0.4200460,0.4727983,0.4791308,0.3630348,0.4919811,0.4536648,0.5277742,0.5554691,0.4603445,0.4660073,0.4468264,0.4632999,0.3932898,0.4569589,0.3544154,0.4437892,0.4929117,0.5385831,0.4600635,0.4752735,0.4182486,0.4816904,0.4692174,0.4444324,0.4391793,0.4036271,0.5176537,0.5090520,0.4439065,0.3498574,0.3743254,0.4440672,0.3072939,0.3593625,0.4162594,0.5352615,0.4320989,0.3945412,0.4820746,0.4261184,0.4446913,0.5432727,0.4963197,0.4294201,0.3991897,0.5147381,0.5693028,0.4182969
tdcA,0.5054554,0.6519478,0.4981697,0.5225947,0.6248469,0.7183628,0.5925848,0.6625463,0.5634444,0.5751367,0.6249953,0.7076082,0.5003753,0.6358795,0.7590854,0.6162667,0.7472482,0.5459043,0.5222659,0.5823420,0.5815573,0.5143903,0.6091238,0.6111794,0.5410526,0.5861740,0.5285643,0.5313739,0.5334756,0.5171051,0.4281520,0.5294295,0.4464575,0.5500142,0.5387237,0.6801568,0.7374122,0.7102175,0.5312599,0.5158861,0.5408486,0.5883504,0.7170454,0.6045929,0.6375893,0.6455556,0.6485209,0.7040156,0.6826797,0.8164777,0.7131854,0.6452013,0.7050003,0.5890599,0.6318076,0.5497344
tdcR,0.7586565,0.6587405,0.6131197,0.6004082,0.7914239,0.6086814,0.6537980,0.6464923,0.6693611,0.5709312,0.5468088,0.5954576,0.8036387,0.6603490,0.6045305,0.7813429,0.6784951,0.5887930,0.6432878,0.7746122,0.6606465,0.6922673,0.7520375,0.6251514,0.6384001,0.6136567,0.6582553,0.6414614,0.5526353,0.5857424,0.7806927,0.8562902,0.6511393,0.8334952,0.7116011,0.6990231,0.7739707,0.7292427,0.7954753,0.8255722,0.7761968,0.8644565,0.6486409,0.6944650,0.7414899,0.6073144,0.7251095,0.6671801,0.5804664,0.5624973,0.7630670,0.8716173,0.7091919,0.8271920,0.7346618,0.6737731
yiaJ,0.5827690,0.5406214,0.5864295,0.5450178,0.5903715,0.5868676,0.5975993,0.5695244,0.5448919,0.5810597,0.5609038,0.6471617,0.5668526,0.5326442,0.5950341,0.6714378,0.6224760,0.6098812,0.5291123,0.5963507,0.5659907,0.6587970,0.6202027,0.6830195,0.5967836,0.5136514,0.6418410,0.5895219,0.6069412,0.5822943,0.5370970,0.5737423,0.5714306,0.6713338,0.5619891,0.6474942,0.6832234,0.8027713,0.6192704,0.5260791,0.4949873,0.5825536,0.6570776,0.6245159,0.6401614,0.6845759,0.6461473,0.6548382,0.5380551,0.5989411,0.7849493,0.5960216,0.4334573,0.5527273,0.5975631,0.5671336
ompR,0.5911131,0.4910302,0.4635279,0.4986670,0.5268618,0.4887425,0.5575830,0.4380035,0.4409686,0.4297943,0.4464124,0.4374047,0.3923613,0.4214032,0.3287730,0.3891013,0.3817172,0.2709284,0.4127009,0.3496939,0.4311679,0.5063376,0.4281707,0.3473716,0.3372698,0.4018333,0.3624582,0.5365671,0.4436713,0.5491493,0.5683172,0.6265153,0.5240450,0.5175935,0.5319317,0.6158685,0.5410666,0.6460389,0.5918596,0.4745582,0.5039458,0.5254060,0.5588967,0.5808777,0.5714834,0.4805979,0.6607595,0.5335843,0.6607459,0.6624548,0.6345301,0.5842603,0.6957974,0.6162875,0.5601193,0.6746542
bolA,0.3092900,0.2531636,0.2743067,0.3483305,0.2680671,0.3058542,0.3130940,0.3098063,0.3324950,0.2996077,0.2784136,0.3609526,0.3712153,0.3310934,0.4193071,0.3136458,0.3842772,0.3923673,0.3840124,0.4376810,0.3943477,0.3463566,0.4385560,0.4586545,0.5203620,0.5458297,0.4528743,0.5492847,0.4975076,0.4175108,0.5101003,0.4079868,0.3673245,0.2884887,0.3063870,0.2934671,0.3467341,0.3695652,0.4263500,0.2279223,0.3105697,0.2533973,0.2812627,0.2631183,0.3202395,0.3631265,0.2296580,0.2291222,0.3043142,0.3426716,0.2462438,0.2509972,0.3716577,0.3275259,0.3115541,0.2383488
csgD,0.6238877,0.6694289,0.5683412,0.5367574,0.6301539,0.4987849,0.6113300,0.5102317,0.4762385,0.4687188,0.6884874,0.5096722,0.5399426,0.4241032,0.5418469,0.4070385,0.4438143,0.4813421,0.5188659,0.5727786,0.4746193,0.4295682,0.5905546,0.4386479,0.4895904,0.5072007,0.5105375,0.4155547,0.4951628,0.6320049,0.5824066,0.5952045,0.6130482,0.4831534,0.5317396,0.5818520,0.5784532,0.6222543,0.7371381,0.6769990,0.5383156,0.6630231,0.6426838,0.5652661,0.5232109,0.4854801,0.7072612,0.5894242,0.7457925,0.6412348,0.6821814,0.5865996,0.6564746,0.6626439,0.4683820,0.6882766
tdcG,0.8096547,0.8337817,0.7297175,0.7689325,0.6900450,0.5827908,0.6142246,0.6530049,0.7025299,0.7285664,0.6042665,0.7638864,0.8700762,0.7586189,0.8550487,0.7779744,0.8103520,0.6851583,0.7542680,0.6544749,0.6747570,0.7778207,0.6884867,0.7241675,0.7522400,0.7390929,0.6550293,0.7044672,0.6602383,0.7997978,0.6735869,0.7047216,0.6916795,0.6875766,0.7442777,0.7607803,0.8101974,0.8026051,0.7691252,0.7734336,0.7714164,0.7634125,0.7239372,0.7482400,0.6705161,0.6879674,0.5439992,0.7884141,0.7747386,0.7601821,0.7548969,0.7750539,0.6241152,0.7197275,0.6459344,0.6900702
tdcF,0.6800094,0.6737956,0.5571905,0.7247926,0.5726539,0.5680848,0.6948776,0.6373131,0.5627396,0.6101065,0.7552269,0.5461123,0.7006405,0.6469191,0.5872587,0.6026638,0.6111544,0.5146491,0.7674523,0.4826620,0.5420874,0.5602789,0.5573059,0.6530575,0.6659320,0.6136335,0.5465169,0.5026498,0.5763127,0.5923998,0.5304875,0.5527407,0.5732143,0.5001102,0.5823205,0.6681157,0.6655342,0.6044372,0.7242363,0.6868663,0.6765856,0.6578158,0.6470821,0.5110328,0.6704572,0.6274687,0.6450483,0.6266335,0.6703636,0.6756160,0.5983876,0.6222521,0.5960641,0.6062558,0.5490909,0.7152710
tdcB,0.4424723,0.5335774,0.5444108,0.5114863,0.4725701,0.6764523,0.6338483,0.6933013,0.7217322,0.6217742,0.6607304,0.6137964,0.6028517,0.5861081,0.4989200,0.5663408,0.6565133,0.6892710,0.7344435,0.6323214,0.7218419,0.6681866,0.7760049,0.6898064,0.6358337,0.7058183,0.7350455,0.6310906,0.5211177,0.6852861,0.4941739,0.4365553,0.5501538,0.4683688,0.4305110,0.5727413,0.4489788,0.4504760,0.4252316,0.5325384,0.4898405,0.4737065,0.6180349,0.5239613,0.6442019,0.4881735,0.4766634,0.4328815,0.4403297,0.4912162,0.4305781,0.5584406,0.5086701,0.5741157,0.5223886,0.5432185
tdcD,0.6317514,0.7991258,0.7117759,0.8018083,0.6801282,0.7529952,0.7990853,0.6944394,0.7613357,0.7035944,0.6452018,0.7018876,0.7455386,0.8377330,0.6632030,0.6556675,0.7419839,0.6645005,0.5604047,0.7399171,0.7627602,0.6658326,0.6041265,0.7547499,0.6933756,0.8586174,0.7641582,0.6981832,0.8634932,0.6582750,0.7283880,0.6731138,0.8982708,0.6772156,0.7075612,0.6451943,0.8207959,0.8478706,0.7689685,0.7394905,0.7677102,0.6804372,0.7552490,0.7422273,0.7229112,0.6154400,0.7287639,0.8637834,0.7270213,0.9385025,0.6407976,0.8219093,0.7248201,0.7380272,0.7528754,0.6227288
tdcE,0.5155850,0.5190165,0.4990187,0.5449380,0.5382152,0.5804207,0.6527935,0.5579418,0.6118848,0.5791762,0.8076752,0.5720537,0.7087177,0.5319673,0.5457200,0.6310120,0.7125815,0.5857325,0.5976645,0.6322887,0.6891711,0.8239158,0.6910243,0.6080996,0.6378825,0.5545473,0.7647968,0.5647388,0.7281966,0.6329481,0.5292382,0.4562594,0.4643257,0.5228660,0.5380138,0.5193154,0.6505823,0.7259281,0.5419721,0.5688887,0.6288468,0.7131964,0.5177946,0.5405363,0.5651585,0.5773975,0.7063863,0.5443185,0.5401640,0.6753913,0.7517254,0.6343133,0.6396338,0.6848475,0.6377077,0.6715121
tdcC,0.4243132,0.3437779,0.3894272,0.3801542,0.4101404,0.4141123,0.4771622,0.3634642,0.4101932,0.4591285,0.4336946,0.4301817,0.4867083,0.3902460,0.3300935,0.4298947,0.4498331,0.4068511,0.4391223,0.3506741,0.3912998,0.4219290,0.4387779,0.4594227,0.4134457,0.4478518,0.4562603,0.5005272,0.3981047,0.3117836,0.3506606,0.3171542,0.3742102,0.3826979,0.4709496,0.4992443,0.4599554,0.4529288,0.6059472,0.3922858,0.4317129,0.4123557,0.4500436,0.4547454,0.4878602,0.4513216,0.3515643,0.4440361,0.3222945,0.4302689,0.4760394,0.4657611,0.3995164,0.4507467,0.4289144,0.4157341
lyxK,0.2844034,0.2686646,0.2728535,0.2836464,0.2984833,0.3565830,0.2869683,0.2594086,0.2630509,0.2473621,0.2515450,0.2375414,0.2899213,0.3063573,0.3458508,0.2993832,0.2538990,0.2883249,0.2776743,0.2703938,0.2602555,0.2384527,0.3409864,0.3158327,0.2716159,0.3710843,0.3339464,0.3289859,0.2996244,0.2392936,0.2514307,0.2436137,0.2737385,0.2452343,0.2481598,0.2870145,0.2373043,0.2848220,0.3036478,0.2570046,0.2854612,0.3213789,0.2372882,0.2364051,0.3181645,0.1848030,0.2351674,0.1744195,0.2347635,0.2214746,0.2666581,0.2596740,0.2767373,0.3533823,0.4145326,0.2978676
yiaN,0.0375916,0.1711181,0.3338714,0.4590337,0.4110813,0.4407457,0.4637789,0.3598947,0.3930899,0.4591217,0.4236336,0.4531147,0.5335633,0.5161337,0.4802872,0.3992859,0.4299061,0.4128729,0.4407727,0.4462163,0.4926714,0.4361095,0.3768727,0.4462208,0.4809105,0.3387259,0.4610453,0.4787850,0.5146062,0.2428218,0.2479651,0.1719000,0.1012431,0.1050372,0.0800636,0.0370922,0.0469675,0.0520848,0.0338947,0.0628333,0.0322659,0.0495203,0.0197382,0.0596437,0.0399620,0.0158958,0.0342936,0.0419728,0.0217463,0.1008469,0.0272751,0.1011962,0.0237311,0.0435031,0.0250902,0.0266554
yiaO,0.7091754,0.5336564,0.3529258,0.2387715,0.1480367,0.0917546,0.1329304,0.0957680,0.0348959,0.0484593,0.0607130,0.0357648,0.0521005,0.0426265,0.0393677,0.0451013,0.0521333,0.0386460,0.0398962,0.0453298,0.0564377,0.0450818,0.0416731,0.0296137,0.0671231,0.0390927,0.0894465,0.0515172,0.0420987,0.2557895,0.5251269,0.4865412,0.5786112,0.4980973,0.7139270,0.6728584,0.5671568,0.7218256,0.6820659,0.5603309,0.5788855,0.6891386,0.6865092,0.7187342,0.8057700,0.7433367,0.7081336,0.7563651,0.8317802,0.8965408,0.7050222,0.8091382,0.7146869,0.7632795,0.7419806,0.7005994
sgbH,0.1600446,0.1954608,0.2973320,0.2272657,0.2611940,0.2821059,0.2827826,0.2829993,0.2111965,0.2260895,0.1991628,0.2076445,0.2532810,0.2523311,0.2048963,0.2253042,0.1796150,0.2327571,0.1768370,0.2242593,0.2145602,0.1856793,0.2577869,0.1955744,0.2033636,0.1869262,0.2529860,0.2318192,0.1668086,0.2172771,0.2243661,0.1465572,0.2395869,0.2037863,0.1856773,0.2452612,0.1866526,0.1766065,0.2170658,0.1685261,0.2597606,0.1765068,0.2298042,0.2027391,0.1675763,0.1496435,0.1860016,0.1631376,0.2326087,0.2112132,0.2294912,0.2860247,0.3260794,0.2297677,0.2043728,0.1920671
sgbE,0.2470657,0.4063790,0.4667069,0.4349535,0.4903333,0.5165383,0.4440967,0.4618835,0.5170072,0.4103161,0.4635740,0.4474584,0.4488948,0.5659340,0.5242131,0.4888694,0.5669846,0.5522430,0.4900992,0.5116143,0.4125356,0.4344962,0.5662468,0.3682417,0.4659276,0.4807868,0.4845612,0.4493380,0.4755869,0.4295013,0.3156990,0.3057628,0.3847500,0.2501629,0.3530174,0.2791680,0.3506913,0.2830121,0.3070848,0.2987650,0.3261381,0.2479854,0.2353429,0.2758251,0.3177591,0.3275399,0.2854744,0.3396478,0.3646124,0.3313591,0.3583237,0.3750814,0.3639199,0.2882409,0.3603447,0.4001479
sgbU,0.2465478,0.2994727,0.3262926,0.3466795,0.3041916,0.4039900,0.3394204,0.3187958,0.4154055,0.3537507,0.3469342,0.3713014,0.3282057,0.3425265,0.3085305,0.4201577,0.3454397,0.3222103,0.3139381,0.2525904,0.3478550,0.2610692,0.3854974,0.3881898,0.3088115,0.3649561,0.3175183,0.2800948,0.3095616,0.3176736,0.2793655,0.2982781,0.3335969,0.2814416,0.2326752,0.2638974,0.3342655,0.3174292,0.4127309,0.2866212,0.3487087,0.4042732,0.3604077,0.3928108,0.2504901,0.2554531,0.2929803,0.3029405,0.3233139,0.3508190,0.3783050,0.4175500,0.3053524,0.2796923,0.3432019,0.2545178
yiaK,0.0044592,0.0202329,0.0086235,0.0071964,0.0056149,0.0061021,0.0205546,0.0064471,0.0091265,0.0112134,0.0030357,0.0104110,0.0120443,0.0064539,0.0113495,0.0047666,0.0058719,0.0061538,0.0021672,0.0114139,0.0033858,0.0043504,0.0058451,0.0138488,0.0103794,0.0052112,0.0090765,0.0100113,0.0089744,0.0058155,0.0081844,0.0147979,0.0075544,0.0102118,0.0197501,0.0094355,0.0089203,0.0073700,0.0021177,0.0100314,0.0091902,0.0084006,0.0118735,0.0022601,0.0078396,0.0040884,0.0083324,0.0080100,0.0049166,0.0061639,0.0137126,0.0262431,0.0133424,0.0058329,0.0080999,0.0008224
yiaL,0.0739371,0.1244432,0.0779858,0.1213437,0.1026286,0.1883019,0.0810732,0.1178375,0.1342811,0.1060981,0.0848373,0.0845195,0.1908416,0.1126457,0.1035832,0.1261087,0.1169283,0.0800477,0.0663574,0.1057349,0.0692508,0.1470063,0.1029172,0.0836428,0.1478739,0.0606771,0.1135460,0.1567577,0.1132500,0.1072653,0.0946612,0.1138374,0.1570313,0.0804486,0.1338460,0.1245992,0.1318388,0.0902331,0.0897739,0.1218095,0.1049211,0.1206974,0.1056837,0.0939327,0.0832309,0.1167030,0.1280787,0.0805974,0.1489691,0.1129514,0.1140961,0.1471516,0.1099606,0.1134117,0.1687294,0.1269461
yiaM,0.3287493,0.4037678,0.4267012,0.4875104,0.5098480,0.5221311,0.5325308,0.5794933,0.4358358,0.5572860,0.5506797,0.4834051,0.4947109,0.4788435,0.6409179,0.4694211,0.4985729,0.5389166,0.4498129,0.4310889,0.5175443,0.4014462,0.3822728,0.4654306,0.4254305,0.4276189,0.4297951,0.4027851,0.4371053,0.4891223,0.4357955,0.4048495,0.3770806,0.4269840,0.5062506,0.3644235,0.4054516,0.3778008,0.3438409,0.3785229,0.4443458,0.4549938,0.4787036,0.3378332,0.3811845,0.4281181,0.4979505,0.4453476,0.4637250,0.4400814,0.4681533,0.4166155,0.4002849,0.3785375,0.4111383,0.4289302
sra,0.3586837,0.2569441,0.2283719,0.2223847,0.1723080,0.1106336,0.1157862,0.1545966,0.1819984,0.1071181,0.1430988,0.1035626,0.0853939,0.0934817,0.1268420,0.1287852,0.1134502,0.1031342,0.0760310,0.1538602,0.1207670,0.1366455,0.0962691,0.1074105,0.1204459,0.0957798,0.1001732,0.1290474,0.1293384,0.1836789,0.2412381,0.2721747,0.3612189,0.2834287,0.3098708,0.3335172,0.3276671,0.4092237,0.3658282,0.3077132,0.4169871,0.3462223,0.3398888,0.3635202,0.4199527,0.3663705,0.3068182,0.2779248,0.3896547,0.3769930,0.3968002,0.3864935,0.3467003,0.3189637,0.3739364,0.3625248
ompC,0.6445582,0.5494795,0.5241901,0.4925474,0.4849934,0.5160668,0.6234702,0.5351896,0.6164663,0.4885250,0.5350415,0.5777196,0.4548028,0.5964229,0.5186867,0.6002051,0.5920357,0.5345620,0.5138708,0.4715396,0.5195358,0.5073143,0.5040244,0.5006094,0.4706587,0.5718105,0.4028076,0.4771504,0.5675588,0.6394873,0.5041073,0.5373794,0.4979183,0.5301424,0.4211233,0.5229802,0.5724094,0.5123370,0.5769511,0.6060714,0.5277974,0.5765135,0.5920774,0.5280461,0.5494629,0.5276546,0.5195043,0.5638359,0.3870961,0.5226712,0.5144078,0.5394576,0.5120311,0.6265396,0.4676091,0.4642468
csgG,0.3800556,0.3186079,0.2847611,0.2202959,0.3254112,0.2610338,0.3484433,0.2239880,0.2778362,0.3217170,0.2032401,0.2348858,0.2131872,0.3063907,0.2128478,0.2543315,0.2181781,0.2386381,0.1872409,0.1983790,0.2678470,0.2696715,0.1301157,0.1302270,0.1972490,0.2415394,0.1513043,0.1303118,0.1666717,0.1292188,0.1470993,0.2909849,0.2779434,0.1945412,0.3551009,0.2451144,0.3138790,0.3230305,0.3733946,0.3191708,0.3181488,0.3771778,0.2470270,0.2899126,0.2404431,0.3088945,0.3360119,0.2671090,0.5187676,0.3387427,0.5043019,0.4202793,0.3585866,0.3324273,0.3221690,0.3321694
csgF,0.2007834,0.1622306,0.2203206,0.1604589,0.2005923,0.1727680,0.2684240,0.2270050,0.1901958,0.1589277,0.2151467,0.2235114,0.1502482,0.1527911,0.1856978,0.1134873,0.1046727,0.1369325,0.1781284,0.1581373,0.1892732,0.1840316,0.1112428,0.1028874,0.1054886,0.0952367,0.0808117,0.0533377,0.0983132,0.1426469,0.0903058,0.1642001,0.1540852,0.1677299,0.1049265,0.1540914,0.2073863,0.1517398,0.2186417,0.3525555,0.2113467,0.1809829,0.1507764,0.2230575,0.2399435,0.1518127,0.1582947,0.2410471,0.2363175,0.2614053,0.3017726,0.2083155,0.2705018,0.3061749,0.2316996,0.2393845
