,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
betI,0.2879887,0.1956847,0.1231517,0.0745323,0.0353562,0.0285480,0.0210986,0.0205733,0.0037663,0.0066646,0.0014587,0.0006443,0.0018076,0.0002231,0.0006456,0.0000699,0.0002287,0.0001673,0.0000001,0.0000918,0.0009473,0.0008289,0.0068047,0.0002042,0.0004269,0.0000198,0.0000103,0.0000110,0.0000000,0.1048974,0.1743476,0.1626028,0.1766696,0.1948703,0.3174476,0.2046157,0.2545189,0.2464585,0.2177205,0.2862289,0.3070168,0.2583195,0.2751954,0.2218058,0.2678257,0.3143872,0.2437103,0.2380311,0.2535150,0.2362114,0.2105319,0.1871651,0.2638686,0.2236618,0.2652481,0.2267726
arcA,0.5932266,0.7562447,0.5727367,0.6730372,0.6760661,0.6599957,0.6094555,0.6591358,0.6077137,0.6450861,0.5971567,0.7016137,0.7809656,0.7857624,0.7003704,0.7295219,0.6976457,0.6829868,0.6938479,0.5940920,0.7601952,0.6388989,0.7054541,0.8654610,0.7842683,0.6376453,0.6699020,0.6332811,0.7062794,0.7074926,0.6325333,0.7230339,0.6085139,0.6631152,0.7449350,0.6853243,0.6527883,0.6322980,0.7805282,0.7175172,0.7271347,0.7654509,0.7782680,0.7372200,0.7209252,0.7609676,0.6912115,0.6426606,0.6766966,0.6595311,0.6367877,0.5694491,0.5771632,0.6921378,0.5904699,0.5456349
lldR,0.3253167,0.3162414,0.2421448,0.2462423,0.2338839,0.2282793,0.3112330,0.3715371,0.2592646,0.4329988,0.3723426,0.3397513,0.3305519,0.3644388,0.3254248,0.3748297,0.3616640,0.2439027,0.3319998,0.3504871,0.2393861,0.2446443,0.3527659,0.3532213,0.3189137,0.3575538,0.3337351,0.2898760,0.3134943,0.2402336,0.2761561,0.2647856,0.4118066,0.3158153,0.2712478,0.3264904,0.2499640,0.2759206,0.2300935,0.2983960,0.2537587,0.3160470,0.2549876,0.2370601,0.2804772,0.2658165,0.3372639,0.2075000,0.3302571,0.3003403,0.3019597,0.3245174,0.3163975,0.3029173,0.2245889,0.3075447
xylR,0.3005202,0.2648827,0.2487137,0.2982876,0.2600996,0.3835205,0.3771881,0.4242355,0.2346015,0.2773189,0.2410574,0.2480043,0.3286469,0.3530377,0.3411197,0.3284512,0.2131724,0.2898883,0.4363760,0.2830832,0.3258299,0.3130437,0.3309134,0.3254122,0.2502586,0.3382148,0.3106757,0.3051676,0.2574009,0.2931130,0.3765446,0.3625753,0.2904704,0.2230635,0.3273199,0.2386031,0.2800399,0.2621438,0.2682686,0.2516948,0.2594274,0.3355271,0.2756379,0.2548456,0.1899046,0.2678673,0.2644561,0.2893681,0.2660478,0.3211975,0.3757598,0.2673225,0.2841461,0.2652700,0.3059664,0.3264799
gadX,0.6546325,0.7194424,0.7452135,0.7351097,0.6151090,0.6305738,0.8040040,0.7554276,0.7378821,0.6990468,0.6307056,0.5950445,0.6396124,0.8031070,0.7280048,0.7515098,0.6529501,0.7336988,0.6674414,0.6242706,0.7323345,0.6450995,0.6700038,0.6907077,0.7141613,0.7192730,0.6438200,0.7025876,0.7668658,0.8144695,0.5306608,0.7208679,0.6660834,0.6998015,0.7540527,0.6049660,0.6316267,0.5505808,0.5626328,0.7085590,0.6033364,0.7247792,0.6884734,0.7078404,0.6851902,0.7611885,0.8254322,0.5948781,0.7466252,0.8560922,0.6359483,0.6640373,0.6316963,0.7006981,0.6475309,0.6267898
torR,0.4707223,0.3462357,0.3892467,0.4187371,0.4049053,0.4482924,0.3482498,0.4826354,0.3997723,0.5352926,0.4646239,0.4192499,0.4320307,0.3877055,0.4456156,0.3647821,0.5312482,0.3901594,0.4145690,0.3553397,0.3733211,0.3377315,0.4862418,0.3897135,0.5508308,0.3996969,0.4059146,0.3210884,0.3700832,0.4487105,0.5015614,0.4316271,0.4520446,0.4993295,0.5816810,0.4343905,0.4254571,0.4363810,0.4157555,0.4936250,0.4391011,0.4649777,0.6065731,0.4304048,0.5771160,0.4683339,0.3750211,0.3866481,0.4858970,0.4444571,0.4545557,0.4233817,0.4709662,0.5406512,0.5800912,0.4672823
rutR,0.1921407,0.1969874,0.2066616,0.1606585,0.2418531,0.2409929,0.1983829,0.1718561,0.2500359,0.1888377,0.2116965,0.2126493,0.1772598,0.1772607,0.1823364,0.1688655,0.2217561,0.2681197,0.1424777,0.1828975,0.1417331,0.2082387,0.1360546,0.2146629,0.1761387,0.1481389,0.1896642,0.2098093,0.1412480,0.2914895,0.2818886,0.3149409,0.2175032,0.2672908,0.3620573,0.2670480,0.2584300,0.2885013,0.3405916,0.2751098,0.2581500,0.2563777,0.3319615,0.3048309,0.2952438,0.2524266,0.3287300,0.2445242,0.2173374,0.2255153,0.2716604,0.2336480,0.2900569,0.2334423,0.2899912,0.3094556
gadW,0.2317114,0.3349748,0.3597525,0.4055457,0.3233395,0.4056141,0.4195779,0.4059805,0.4412939,0.4763017,0.3717121,0.3983516,0.4558911,0.4020111,0.3446508,0.4723241,0.4347608,0.4590308,0.4003900,0.5030693,0.4402360,0.4101235,0.4043759,0.4262517,0.3947273,0.5466650,0.4948821,0.3943818,0.3880201,0.3537001,0.3321140,0.3738082,0.3082891,0.2881483,0.3105728,0.2905233,0.2767245,0.2360744,0.2545330,0.3137571,0.2841487,0.2516327,0.2525282,0.3269061,0.2692751,0.3569231,0.2959966,0.3461903,0.3274770,0.2970045,0.3187023,0.3120841,0.2501816,0.2365195,0.2385533,0.2742647
nemR,0.3403362,0.3732341,0.3076495,0.3457381,0.5239128,0.5109089,0.4515357,0.4263657,0.4629059,0.5424587,0.4234515,0.4666734,0.4844191,0.4663342,0.4210073,0.4645581,0.4719152,0.4264620,0.4844796,0.4214508,0.4309945,0.5161049,0.4433546,0.4425392,0.4663077,0.5010234,0.4696392,0.5667094,0.5403996,0.5567958,0.4722220,0.5408967,0.5207808,0.3408371,0.4676747,0.4088977,0.4284201,0.4863915,0.5179698,0.3884634,0.4091404,0.5519787,0.5723554,0.4266648,0.3425154,0.4171821,0.4403050,0.3344672,0.3992945,0.4099515,0.4242381,0.4507578,0.4856928,0.5767612,0.3621629,0.3590016
gadE,0.5313635,0.6546389,0.5417778,0.5282656,0.5762416,0.5407178,0.5175432,0.4980812,0.5961783,0.7032978,0.6403825,0.6531677,0.7005709,0.5676006,0.6939369,0.5488357,0.6524901,0.6659764,0.7027152,0.7803599,0.6433124,0.5722491,0.5727213,0.6072108,0.6601850,0.6061435,0.7226582,0.6998540,0.4639868,0.4837248,0.5350789,0.5623053,0.5078073,0.4924365,0.5470813,0.4824312,0.6115028,0.5946880,0.4779508,0.4848210,0.3936081,0.3862522,0.4273027,0.4088216,0.4488315,0.4801325,0.5347851,0.4863225,0.4640578,0.4741031,0.5034543,0.4977694,0.6118795,0.5258207,0.5358850,0.4234301
