Gene1,Gene2
BCL11A,RGPD2
EGR1,MICU1
EGR1,WDHD1
EGR1,UCHL3
EGR1,NOL11
EGR1,SIRT1
EGR1,KAT7
EGR1,TMEM131
EGR1,NIPSNAP1
EGR1,KDELR3
EGR1,POLR1C
EGR1,ZFC3H1
EGR1,LCMT1
EGR1,LAP3
EGR1,COL1A1
EGR1,PTGR1
EGR1,DCAF6
EGR1,CREB3L2
EGR1,KIF15
EGR1,IMPAD1
EGR1,TRIM37
EGR1,TMEM87B
EGR1,MAK16
EGR1,ANKMY2
EGR1,SLC39A8
EGR1,RNF19A
EGR1,ENOPH1
EGR1,SNX18
EGR1,ZSWIM6
EGR1,ZNF3
EGR1,PGM2
EGR1,NUP54
EGR1,PRIM1
EGR1,CASD1
EGR1,SENP7
EGR1,GXYLT1
EGR1,MEX3C
EGR1,DPY19L1
EGR1,UBL3
EGR1,SALL2
EGR1,POLR3G
EGR1,SSX2IP
EGR1,AHNAK
EGR1,PNRC1
EGR1,DNAJC11
EGR1,BOD1
EGR1,PNPLA8
EGR1,SPRY2
EGR1,ANKRD26
EGR1,PLAGL1
EGR1,GGCT
EGR1,DSE
EGR1,NUCB2
EGR1,MND1
EGR1,PAK1
EGR1,SH3BP5
EGR1,TDRD7
EGR1,NUMB
EGR1,KLF8
EGR1,NEDD4
EGR1,MED14
EGR1,VPS13C
EGR1,NOP16
EGR1,URB2
EGR1,NUP35
EGR1,DNAAF2
EGR1,NAGA
EGR1,TEX10
EGR1,POLA1
EGR1,ECI2
EGR1,TRIAP1
EGR1,NFXL1
EGR1,B4GALT4
EGR1,CCDC82
EGR1,NOG
EGR1,TIMM21
EGR1,EARS2
EGR1,SH2B3
EGR1,ATG4C
EGR1,ARHGAP42
EGR1,THYN1
EGR1,METTL1
EGR1,RHOBTB3
EGR1,SAMD8
EGR1,ARFGAP3
EGR1,CHD9
EGR1,ZCCHC24
EGR1,HOMER1
EGR1,MIA3
EGR1,ACTL6A
EGR1,PCK2
EGR1,RGPD2
EGR1,MAN2A1
EGR1,CALCOCO2
EGR1,BBIP1
EGR1,POLDIP3
EGR1,NDUFC2-KCTD14
EGR1,TRAPPC8
EGR1,ZFP62
EGR1,ZFYVE16
EGR1,RMI1
EGR1,WDR35
EGR1,FARSB
EGR1,POLR2M
EGR1,LTV1
EGR1,CPSF3
EGR1,GALNT11
EGR1,NIF3L1
EGR1,COX10
EGR1,PRICKLE1
EGR1,ANXA3
EGR1,SLC2A1
EGR1,RNF24
EGR1,RAD50
EGR1,FOXN2
EGR1,ZNF280B
EGR1,RABEPK
EGR1,RFESD
EGR1,KIAA1324L
EGR1,SECISBP2L
EGR1,SRGAP1
EGR1,SLC36A4
EGR1,BEX2
EGR1,TJP2
EGR1,EIF5A2
EGR1,ATP2B4
EGR1,RAI14
EGR1,PUS7
EGR1,REV3L
EGR1,C18orf21
EGR1,MAN1A1
EGR1,RABGAP1L
EGR1,METAP1
EGR1,CDC25C
EGR1,LIG4
EGR1,BBS4
EGR1,GCNT1
EGR1,RCAN2
EGR1,TIPARP
EGR1,PRKACB
EGR1,PTDSS1
EGR1,WDR75
EGR1,ANKRD13A
EGR1,FRMD6
EGR1,CDCA5
EGR1,GLDC
EGR1,SLC39A11
EGR1,NXF1
EGR1,HOOK1
EGR1,ZKSCAN1
EGR1,ALG6
EGR1,PRTG
EGR1,ALDH2
EGR1,LBH
EGR1,ANKRD50
EGR1,CDCA7
EGR1,ELOVL2
EGR1,ADAMTS3
EGR1,TMEM177
EGR1,MYOF
EGR1,SEMA6A
EGR1,ZDHHC2
EGR1,ST8SIA4
