Gene1,Gene2
BCL3,CCND1
BCL3,CTSL
BCL3,RUNX1
CITED2,LDHB
CREB3,HERPUD1
DNMT3A,MDM2
DNMT3A,MT1
DNMT3A,NANOG
DNMT3A,POU5F1
EGR1,BNIP3
EGR1,CCND1
EGR1,CCND2
EGR1,F3
EGR1,ICAM1
EGR1,ID3
EGR1,NDRG1
EGR1,SMAD7
EGR1,TRP53
EHMT2,CCND1
EHMT2,CDKN1A
EHMT2,POU5F1
EPAS1,CITED2
EPAS1,POU5F1
ESRRB,NANOG
ESRRB,NR0B1
ETS1,BMP4
ETS1,EGR1
ETS1,KRT8
ETS1,SPP1
ETS1,THBD
ETS1,VEGFA
ETV4,CCND2
ETV4,DUSP6
ETV4,VIM
FOXQ1,CDH1
GATA4,BMP4
GATA4,CCND2
GATA4,HSPA5
GATA4,ID2
HSPB1,CDKN1A
ID2,ALPL
ID3,ALPL
JARID2,CCND1
KAT2B,GATA4
KLF2,THBD
KLF4,CCND2
KLF4,CDH1
KLF4,LEFTY1
KLF4,NANOG
KLF4,RLIM
KLF6,ASAH1
KLF6,CDKN1A
KLF6,SERPINH1
KPNA2,KLF2
KPNA2,KLF4
MDM2,TRP53
MSC,GATA4
MYBL2,POU5F1
MYC,BCAT1
MYC,CCNB1
MYC,CCND2
MYC,CDCA7
MYC,CDH1
MYC,CDKN1A
MYC,DKK1
MYC,EED
MYC,NDRG1
MYC,ODC1
MYC,SUZ12
MYC,TIMP3
MYC,TRP53
MYCN,IGFBP2
MYCN,NDRG1
NANOG,DKK1
NANOG,ESRRB
NANOG,GATA6
NANOG,MIR295
NANOG,NR0B1
NANOG,ZFP42
NANOG,ZFP57
NFYA,CCND2
NFYA,HSPA5
NFYA,HSPB1
NFYA,TRP53
NR0B1,POU5F1
NRF1,ATP1B1
NRF1,MT1
PARP1,FN1
PML,MDM2
POU5F1,CDKN1A
POU5F1,EED
POU5F1,FGF4
POU5F1,GATA6
POU5F1,KLF2
POU5F1,LEFTY1
POU5F1,NANOG
POU5F1,NR0B1
POU5F1,RIF1
POU5F1,SOX2
POU5F1,TET2
POU5F1,UTF1
POU5F1,ZFP42
RBPJ,CDKN1A
RBPJ,RLIM
SMAD7,VEGFA
SMARCA2,CALM1
SMARCA2,CDH1
SOX17,CCND1
SOX17,LAMA1
SOX2,CCND1
SOX2,FGF4
SOX2,LEFTY1
SOX2,MYCN
SOX2,NANOG
SOX2,POU5F1
SOX2,UTF1
SOX2,ZSCAN10
SOX7,FGF3
SOX7,LAMA1
SUZ12,CDH1
SUZ12,DKK1
TBX3,CDKN1A
TBX3,GJA1
TBX3,HNF1B
TRIM28,MYC
TRP53,APAF1
TRP53,BTG2
TRP53,CCNB1
TRP53,CCNB2
TRP53,CDKN1A
TRP53,EGR1
TRP53,GLIPR1
TRP53,ID2
TRP53,KLF2
TRP53,KRT19
TRP53,MDM2
TRP53,MT1
TRP53,MYC
TRP53,NANOG
TRP53,NDRG1
TRP53,PCNA
TRP53,PML
TRP53,RUNX1
TRP53,SLC6A6
TRP53,TCF7L2
TRP53,UHRF1
TRP53,UPP1
TRP53,KLF4
XBP1,HERPUD1
XBP1,VEGFA
ZIC3,NANOG
ZSCAN10,NANOG
ZSCAN10,POU5F1
BTG2,IER2
CBX7,HMGA1
CBX7,PHC1
CREB3,AKT1
CREB3L2,PCNA
CREB3,PCNA
DAB2,APP
DAB2,GATA6
DAB2,LRP2
DAB2,VEGFA
DDIT3,ANK
DDIT3,ARF4
DDIT3,CDIPT
DDIT3,EDEM1
DDIT3,FAM129B
DDIT3,FRMD4A
DDIT3,GABARAP
DDIT3,ID2
DDIT3,ID3
DDIT3,ILK
DDIT3,IMPDH1
DDIT3,LAMC1
DDIT3,LASP1
DDIT3,MDM2
DDIT3,MIR1905
DDIT3,NFYA
DDIT3,PDGFA
DDIT3,PLOD3
DDIT3,SMARCA2
DDIT3,TNS1
DDIT3,TXNIP
DDIT3,XBP1
DNMT3A,AHCY
DNMT3A,EHMT2
EED,ACTG1
EED,CLTC
EED,EIF2S2
EED,HIST1H2AC
EED,HSP90AA1
EED,JARID2
EED,MTF2
EED,NANOG
EED,RBBP7
EED,SETX
EED,SUZ12
EGR1,ACTG1
EGR1,AKT1
EGR1,ALPL
EGR1,ANK
EGR1,CLTC
EGR1,COL4A2
EGR1,CRIP2
EGR1,CTSL
EGR1,DDAH1
EGR1,DUSP9
EGR1,EFEMP2
EGR1,FGFR3
EGR1,FOXH1
EGR1,FST
EGR1,GALK1
EGR1,GJB3
EGR1,GPRC5C
EGR1,HMGA1
EGR1,HSPA8
EGR1,HSPH1
EGR1,IGF2
EGR1,IMPDH1
EGR1,KDM5B
EGR1,KLF6
EGR1,LASP1
EGR1,LY75
EGR1,MYC
EGR1,MYO1C
EGR1,PIK3R1
EGR1,PLXNB2
EGR1,PPP2R5A
EGR1,PTH1R
EGR1,RBBP7
EGR1,RBM38
EGR1,RUNX1
EGR1,SETX
EGR1,SLC6A8
EGR1,SNORD17
EGR1,SOCS2
EGR1,SOX2
EGR1,STAG3
EGR1,STARD10
EGR1,TAX1BP3
EGR1,TFEB
EGR1,TUBB4B
EGR1,TUBB6
EGR1,ZC3H7A
EGR1,ZYX
EHMT2,DNMT3A
EHMT2,PLOD1
EHMT2,PLOD2
EHMT2,PLOD3
EPAS1,PDGFA
EPAS1,VEGFA
ESRRB,4930402H24RIK
ESRRB,ACADM
ESRRB,ACTL6A
ESRRB,ALPL
ESRRB,APOE
ESRRB,ASNS
ESRRB,ASS1
ESRRB,ATP13A3
ESRRB,ATP1B1
ESRRB,BCAT1
ESRRB,BCL3
ESRRB,BMPER
ESRRB,BTG2
ESRRB,CALU
ESRRB,CAR2
ESRRB,CCNE1
ESRRB,CDH6
ESRRB,CKB
ESRRB,CLTC
ESRRB,COBLL1
ESRRB,COL4A2
ESRRB,COMMD3
ESRRB,CSTB
ESRRB,DDAH1
ESRRB,DNMT3A
ESRRB,DPPA2
ESRRB,EIF4A2
ESRRB,ENAH
ESRRB,EPHA4
ESRRB,ETL4
ESRRB,ETV5
ESRRB,FABP3
ESRRB,FAM129B
ESRRB,FBLIM1
ESRRB,FBXO15
ESRRB,FGF4
ESRRB,FLRT3
ESRRB,FRRS1
ESRRB,FXYD6
ESRRB,GABARAPL2
ESRRB,GALK1
ESRRB,GALNT2
ESRRB,GOT1
ESRRB,GRAMD1A
ESRRB,HMGA1
ESRRB,HSD17B14
ESRRB,ICAM1
ESRRB,IFITM2
ESRRB,IGFBP2
ESRRB,ITPK1
ESRRB,JAM2
ESRRB,KANK3
ESRRB,KDM5B
ESRRB,KLF4
ESRRB,LAMA1
ESRRB,LRRC2
ESRRB,LRRC8D
ESRRB,LY6G6E
ESRRB,LY75
ESRRB,MGST3
ESRRB,MIR1192
ESRRB,MIR291B
ESRRB,MIR295
ESRRB,MSI2
ESRRB,MTF2
ESRRB,MYBL2
ESRRB,MYCN
ESRRB,MYH9
ESRRB,MYL6
ESRRB,NDRG4
ESRRB,NIPSNAP1
ESRRB,NOTUM
ESRRB,OAT
ESRRB,PCOLCE
ESRRB,PCSK6
ESRRB,PDPN
ESRRB,PIPOX
ESRRB,PML
ESRRB,POU5F1
ESRRB,PTH1R
ESRRB,RAB3IL1
ESRRB,RASGRP2
ESRRB,RBM38
ESRRB,RBM47
ESRRB,RBMS1
ESRRB,RBPJ
ESRRB,RBPMS2
ESRRB,RDM1
ESRRB,RIF1
ESRRB,RPP25
ESRRB,SENP3
ESRRB,SEPT1
ESRRB,SGK1
ESRRB,SLC20A1
ESRRB,SLC25A36
ESRRB,SLC25A5
ESRRB,SLC6A6
ESRRB,SLC6A8
ESRRB,SNHG3
ESRRB,SNORA81
ESRRB,SNORD35B
ESRRB,SPC25
ESRRB,SPP1
ESRRB,SPRY2
ESRRB,SRI
ESRRB,STAG3
ESRRB,TBX3
ESRRB,TCF15
ESRRB,TCN2
ESRRB,TDH
ESRRB,TFCP2L1
ESRRB,THBD
ESRRB,TIMP3
ESRRB,TMED9
ESRRB,TMEM231
ESRRB,TRH
ESRRB,TXNDC12
ESRRB,VEGFA
ESRRB,ZFP42
ESRRB,ZFP462
ESRRB,ZFP600
ETS1,GABARAPL2
ETS1,ITGAV
ETS1,KIT
ETS1,KRT18
ETS1,MYC
