,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
norR,0.1667159,0.1432806,0.1374493,0.0962826,0.1043081,0.1375785,0.1852730,0.1365308,0.1823581,0.1968011,0.1068216,0.1541451,0.1105407,0.1479752,0.2047619,0.1953306,0.1828829,0.1372485,0.1295486,0.1887606,0.1656899,0.1482882,0.2085606,0.1243303,0.1928217,0.1877576,0.1741095,0.1533722,0.1194387,0.1328897,0.1582470,0.1721209,0.1218512,0.1943370,0.1251769,0.1210967,0.1801889,0.2235339,0.2498548,0.1493818,0.1449363,0.1143733,0.1197320,0.1364582,0.1208486,0.1193297,0.1133968,0.1332500,0.2112271,0.1260183,0.1544588,0.1314275,0.1349788,0.1781545,0.2028544,0.1132418
nsrR,0.7330711,0.7954130,0.6917984,0.8011547,0.6733398,0.6612608,0.6823862,0.7211422,0.6794479,0.7573128,0.6281595,0.6544256,0.8086878,0.6545169,0.6133515,0.6990078,0.6665211,0.7436157,0.7926774,0.7157466,0.7096515,0.6715303,0.8363907,0.8086504,0.8101406,0.7435628,0.7637253,0.8003922,0.7213190,0.5839098,0.7207679,0.7680678,0.7634775,0.8154761,0.7917584,0.6202726,0.7928569,0.7255696,0.7381689,0.6686740,0.6653186,0.7071727,0.6997148,0.6820178,0.6313455,0.7465951,0.6755370,0.7869851,0.7749157,0.8596608,0.7111246,0.7505590,0.5914600,0.6423639,0.7977293,0.6558366
dsdC,0.2910473,0.3632512,0.3085638,0.3032111,0.3297020,0.3082925,0.2351321,0.3695450,0.2696144,0.2363888,0.2951244,0.2731643,0.2329034,0.3398097,0.3504778,0.3211598,0.2945114,0.2994229,0.2266644,0.2917501,0.3360228,0.2900829,0.3200911,0.2991803,0.2754355,0.3038399,0.2850589,0.3458737,0.3543604,0.2276729,0.2872581,0.3273104,0.3353134,0.3450610,0.2511098,0.3539324,0.3896079,0.3244642,0.3877153,0.4419404,0.3585239,0.2790605,0.3257566,0.4457649,0.4158887,0.2964558,0.3103728,0.2836721,0.2925847,0.2597275,0.3253690,0.2514750,0.2309928,0.2680473,0.3193546,0.3485302
feaR,0.2981119,0.2448869,0.3446610,0.2669822,0.3454154,0.2921911,0.2986124,0.3066515,0.3235994,0.3349750,0.2905713,0.2537230,0.2366814,0.2465811,0.2754832,0.4267512,0.3310484,0.2881978,0.3285095,0.3283941,0.3164031,0.2295677,0.2860837,0.2691093,0.2834670,0.2975015,0.1916076,0.2168191,0.2112515,0.2030973,0.2512013,0.2463812,0.2220113,0.3099292,0.2181485,0.2239195,0.2551241,0.2484451,0.3313059,0.2989673,0.2682528,0.2790714,0.2933050,0.2369516,0.2397060,0.2670856,0.2648378,0.2314150,0.2620254,0.2756726,0.1899009,0.2299340,0.2144962,0.1670079,0.2114428,0.1879294
fhlA,0.0000387,0.0001956,0.0006634,0.0000000,0.0001298,0.0000245,0.0000628,0.0001629,0.0004375,0.0003214,0.0002811,0.0000416,0.0000236,0.0019099,0.0003457,0.0006675,0.0007034,0.0001797,0.0000293,0.0006316,0.0003852,0.0003651,0.0000572,0.0000000,0.0002042,0.0001880,0.0001206,0.0001617,0.0002346,0.0004438,0.0002032,0.0000257,0.0000999,0.0000002,0.0000205,0.0008399,0.0012195,0.0000000,0.0000753,0.0000043,0.0000467,0.0006517,0.0004546,0.0036941,0.0056593,0.0003384,0.0005592,0.0002469,0.0002437,0.0009077,0.0011163,0.0009430,0.0006644,0.0000358,0.0000000,0.0000185
feaB,0.3383648,0.3781074,0.3918876,0.3588154,0.3633673,0.4441154,0.3625744,0.3424697,0.3624587,0.3193761,0.3747040,0.4356767,0.4608199,0.4572604,0.3441326,0.3624965,0.3438782,0.3585384,0.4276181,0.2956797,0.4072452,0.3868754,0.4100861,0.3922770,0.3194048,0.3771018,0.3845525,0.3582306,0.2948936,0.2809869,0.2931088,0.2882586,0.3224434,0.3314099,0.3226782,0.3776222,0.3273946,0.3786704,0.3621842,0.3441710,0.4577415,0.3981014,0.3699257,0.3481479,0.2920568,0.3421682,0.3696827,0.3522616,0.3038467,0.4402512,0.3645661,0.4786389,0.3662672,0.2208597,0.3548323,0.3179886
hypA,0.0562836,0.0823303,0.2008760,0.2962302,0.1765593,0.2331293,0.2295228,0.3916866,0.3099270,0.3568085,0.2697732,0.2016519,0.2787602,0.2581041,0.2252895,0.2508589,0.2694179,0.2269419,0.2451220,0.2639963,0.2566490,0.2610422,0.2337071,0.2611921,0.2330256,0.1881027,0.2561187,0.3002217,0.3703085,0.1450973,0.1054977,0.0208971,0.0324389,0.0211761,0.0145263,0.0114987,0.0055988,0.0094151,0.0085831,0.0056178,0.0215250,0.0295989,0.0219900,0.0045108,0.0029048,0.0070807,0.0106520,0.0102731,0.0285911,0.0074811,0.0073569,0.0005132,0.0050469,0.0029164,0.0069425,0.0082668
hycE,0.0239718,0.0143174,0.0307581,0.0148911,0.0237003,0.0158969,0.0247233,0.0157059,0.0247576,0.0255624,0.0611109,0.0324146,0.0189548,0.0216687,0.0276563,0.0383312,0.0243763,0.0155692,0.0250361,0.0236013,0.0380404,0.0264817,0.0069114,0.0259515,0.0195722,0.0389838,0.0216530,0.0262861,0.0297283,0.0136987,0.0434644,0.0327409,0.0146974,0.0469544,0.0490852,0.0626618,0.0704165,0.0413920,0.0155597,0.0091726,0.0178782,0.0307983,0.0109091,0.0310467,0.0111268,0.0275145,0.0372681,0.0366260,0.0206603,0.0166873,0.0530008,0.0175312,0.0163673,0.0242046,0.0212611,0.0211273
hycF,0.0497033,0.2275798,0.2543311,0.4142125,0.3712354,0.4151715,0.5650207,0.4425500,0.4518699,0.4568168,0.4770160,0.4455156,0.4676389,0.5134074,0.4967742,0.5576175,0.5362445,0.5733261,0.5728701,0.6214721,0.4676410,0.5430183,0.6621074,0.5922777,0.4999303,0.6664074,0.6072546,0.5531201,0.5049699,0.3655357,0.1979053,0.2360259,0.1437474,0.1275809,0.1127962,0.0771577,0.0715080,0.0566313,0.0917171,0.1266550,0.0801273,0.0835412,0.1043280,0.0573268,0.0544490,0.0612750,0.1218399,0.0566394,0.0995821,0.0513146,0.0821192,0.0608879,0.0552346,0.0517842,0.0616181,0.0819602
hycD,0.3723615,0.3430764,0.3073668,0.2757335,0.3485786,0.3861545,0.3017598,0.3167416,0.3315053,0.3151240,0.3332566,0.3438294,0.2959878,0.2814239,0.3104843,0.3853794,0.3964478,0.3207627,0.3794681,0.3899605,0.3758742,0.3308320,0.3811450,0.3775929,0.3228734,0.4070152,0.3427010,0.3986681,0.3279212,0.3183172,0.2269241,0.3261286,0.2583210,0.2779333,0.2865595,0.2620438,0.2736199,0.2809411,0.3619787,0.2745467,0.3049658,0.3625098,0.2361215,0.3192160,0.3148088,0.2652997,0.2971741,0.2872296,0.2743283,0.3373703,0.2587436,0.2033915,0.2330286,0.3108429,0.2941246,0.2633016
