,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
narL,0.6114365,0.5690614,0.6571711,0.5703723,0.6192984,0.6211570,0.6507317,0.6278445,0.5788666,0.6027027,0.4496450,0.3893386,0.4569912,0.3501341,0.3753206,0.4694624,0.4302534,0.5372893,0.2828736,0.2315625,0.3721505,0.3884991,0.3384031,0.3139391,0.3738119,0.3144152,0.2667363,0.3237286,0.2979680,0.3953544,0.4850697,0.3684747,0.3923809,0.4227271,0.6492297,0.6510810,0.6441557,0.6892497,0.6661914,0.5508729,0.6091179,0.6423932,0.5617722,0.6081788,0.7275469,0.6080152,0.5583713,0.5177740,0.6990992,0.5953400,0.7494556,0.5474823,0.6300375,0.6829705,0.7561151,0.7314352
nikR,0.4623639,0.1106031,0.0947210,0.0487127,0.0302389,0.0093931,0.0204992,0.0299153,0.0300200,0.0094042,0.0327141,0.0104392,0.0147252,0.0112174,0.0136250,0.0203735,0.0204823,0.0148077,0.0146902,0.0215224,0.0325122,0.0115875,0.0378388,0.0313726,0.0325072,0.0351834,0.0158833,0.0152276,0.0240707,0.3223392,0.5005156,0.5507196,0.5472699,0.4756430,0.3960089,0.4059499,0.3907021,0.4424333,0.4273261,0.4209721,0.4470496,0.4294734,0.3885085,0.4824279,0.4183365,0.3913093,0.4814812,0.3610651,0.5150130,0.4670363,0.4265661,0.4045542,0.3935174,0.4479710,0.4393836,0.4672202
dcuR,0.3614821,0.2532332,0.2202545,0.2911530,0.2436171,0.2425608,0.3124453,0.3020932,0.2901699,0.2732119,0.2774718,0.3698988,0.2908610,0.3480756,0.4076984,0.4040057,0.4371489,0.3774479,0.3190714,0.4584382,0.3413108,0.4131121,0.3565756,0.4042719,0.3962797,0.5022486,0.4048412,0.3232065,0.3442962,0.4918925,0.4601939,0.5298558,0.3805026,0.5205657,0.3763954,0.3747729,0.2818932,0.3537889,0.3399098,0.3970957,0.4496230,0.2873213,0.2532314,0.3087262,0.3866959,0.4023504,0.3874334,0.3721868,0.3107036,0.3835078,0.3227924,0.3387613,0.2517048,0.3173798,0.3220304,0.3303717
caiF,0.2557304,0.1463012,0.2116304,0.2933851,0.2015464,0.1948475,0.2308324,0.2408535,0.2283469,0.2230169,0.2429913,0.2862116,0.2561371,0.3232056,0.5275436,0.3961033,0.4041598,0.4204027,0.4421116,0.4395199,0.5711396,0.5683962,0.6243791,0.5659249,0.5374789,0.6213011,0.6328801,0.5136463,0.5246110,0.5281019,0.4782374,0.5573085,0.5368820,0.5345030,0.3597589,0.4132826,0.3868722,0.2883086,0.2120637,0.2532590,0.2123161,0.2542960,0.2335344,0.2102225,0.2981090,0.3067531,0.2530342,0.2479612,0.2554657,0.4353486,0.2625773,0.2212078,0.2278866,0.2522393,0.2295105,0.2751783
modE,0.7383305,0.5821912,0.4123385,0.4267531,0.3590305,0.4031397,0.3211797,0.3172153,0.3521800,0.3151058,0.3149122,0.3274414,0.3638023,0.3654917,0.2662939,0.2813995,0.3696696,0.3527165,0.3481020,0.2804205,0.3963635,0.3523746,0.3223204,0.3701565,0.2893583,0.2256062,0.2525143,0.2870571,0.3814374,0.4915748,0.5744672,0.8558353,0.6944895,0.5856656,0.7657244,0.6490041,0.7032442,0.8122973,0.7078653,0.7505706,0.8050042,0.7637047,0.6160933,0.8337884,0.8205587,0.7730236,0.7433248,0.7337594,0.6539870,0.7606533,0.6257537,0.6755379,0.7061928,0.6929537,0.6071818,0.6929644
nikD,0.1202571,0.2232211,0.2402580,0.3955280,0.5512531,0.6377259,0.6777490,0.5935029,0.6600523,0.6749258,0.7125753,0.7471881,0.6851227,0.5323709,0.8136526,0.6699644,0.6989094,0.7546998,0.6901382,0.6745630,0.7616483,0.8913554,0.7269033,0.6658974,0.6772966,0.8034493,0.7129774,0.7198530,0.6793683,0.6496343,0.7697724,0.7103440,0.5967459,0.5600085,0.5541839,0.3446429,0.3810883,0.2478852,0.2027694,0.1807520,0.2238491,0.1654855,0.2138509,0.1681100,0.1884125,0.1912512,0.2631490,0.2096016,0.2865688,0.3859028,0.3604929,0.2298245,0.1926752,0.2469561,0.1927652,0.2633250
nikC,0.4970612,0.6140115,0.7023915,0.5827006,0.6017219,0.7509755,0.6614057,0.6673053,0.7668622,0.7898349,0.7510188,0.7323543,0.8780053,0.7719475,0.7533669,0.8041831,0.7779857,0.7203143,0.8277333,0.6648504,0.7097499,0.6922795,0.7583861,0.7003848,0.7681754,0.6874614,0.7896086,0.8853917,0.8346079,0.6903640,0.6965446,0.6360246,0.6281371,0.5110310,0.5131345,0.5364695,0.5628267,0.5611785,0.6847516,0.6570309,0.6485634,0.5850288,0.6112948,0.4795039,0.5180203,0.5346936,0.4564643,0.5662107,0.5600828,0.5145619,0.5661284,0.4809001,0.4560663,0.4720297,0.5105865,0.4475421
nikB,0.2802482,0.2889836,0.3299918,0.4409764,0.4589389,0.6702604,0.5938144,0.6654594,0.7213682,0.7296302,0.7208584,0.7309949,0.6337989,0.7466421,0.7301735,0.6329752,0.5839518,0.7193224,0.6442738,0.6884076,0.7214473,0.7856826,0.8305849,0.8176317,0.8460872,0.7984564,0.8146566,0.6210631,0.6861867,0.8169465,0.6381942,0.6553143,0.5059585,0.3256309,0.4107689,0.2553094,0.2432977,0.2720677,0.2860189,0.2428487,0.2517424,0.3550951,0.2248976,0.2445466,0.3664340,0.1960240,0.2209142,0.2451151,0.2469645,0.2506532,0.1805773,0.2290129,0.1511185,0.1496783,0.2814777,0.1794022
frdB,0.2396181,0.2978525,0.2716955,0.2988786,0.2431107,0.2745653,0.2501279,0.2109823,0.2252926,0.1848853,0.2008683,0.2243600,0.2800877,0.3114889,0.3196049,0.4399228,0.4833078,0.4462424,0.3841159,0.4380402,0.4582706,0.5455902,0.4731077,0.4332081,0.5096684,0.5471193,0.4544216,0.5534186,0.6664584,0.5323708,0.5781346,0.5549734,0.6434698,0.5541217,0.5824548,0.5281495,0.4773067,0.4704253,0.3129232,0.4650729,0.4842196,0.4293329,0.3703185,0.3873610,0.2888088,0.2894108,0.3665554,0.4269661,0.4972349,0.3925699,0.3223704,0.2459941,0.3768700,0.3144163,0.3745304,0.2378862
frdC,0.7045367,0.6480922,0.4919859,0.5277366,0.4879124,0.4840453,0.4575202,0.3982480,0.4717130,0.4777659,0.4331164,0.3351408,0.3708439,0.4524837,0.4356919,0.4265744,0.5124688,0.3918982,0.3973328,0.3628481,0.4807007,0.3974373,0.4970052,0.4493698,0.4124665,0.5267118,0.3546284,0.5048496,0.4634831,0.5363585,0.8309593,0.6649995,0.7246950,0.6571334,0.7837367,0.7831965,0.7075985,0.6847964,0.5827412,0.6823192,0.7662825,0.9256537,0.8018599,0.7906506,0.7652167,0.8439324,0.7659869,0.8488073,0.7059220,0.7877299,0.8257990,0.7011559,0.6812818,0.6812515,0.7803561,0.7884710
