,C0,C20,C40,C60,C80,C100,C120,C140,C160,C180,C200,C220,C240,C260,C280,C300,C320,C340,C360,C380,C400,C420,C440,C460,C480,C500,C520,C540,C560,C580,C600,C620,C640,C660,C680,C700,C720,C740,C760,C780,C800,C820,C840,C860,C880,C900,C920,C940,C960,C980,C1000,C1020,C1040,C1060,C1080,C1100
hipA,0.5533752,0.5965165,0.5663731,0.6151166,0.6211748,0.5528036,0.5031239,0.6097943,0.6682545,0.7833363,0.6084041,0.6398302,0.5801212,0.6765890,0.5099491,0.5661277,0.4256086,0.5710331,0.5826860,0.5776139,0.5870749,0.5234932,0.5192386,0.4874349,0.5808132,0.4206750,0.5904151,0.5218566,0.4506343,0.4786757,0.6132130,0.4552103,0.5387433,0.5647908,0.6127888,0.5729957,0.4795115,0.5691617,0.4931420,0.5252270,0.5282702,0.4339826,0.5396647,0.6727950,0.6049260,0.4584250,0.5339838,0.5483301,0.6933091,0.5816982,0.6740346,0.5964252,0.6605190,0.6145719,0.6064295,0.6130597
hipB,0.2160099,0.3179643,0.2290126,0.3051280,0.2025187,0.1954698,0.2450562,0.2192171,0.2138324,0.2346494,0.3052747,0.2499133,0.2409184,0.2701716,0.3105351,0.2705307,0.2904099,0.2411783,0.2643602,0.2949817,0.3098981,0.2650286,0.2417762,0.2727797,0.2737700,0.1851906,0.3487336,0.3039358,0.2915392,0.2941720,0.3510066,0.3092098,0.2073372,0.2469574,0.2989372,0.2028326,0.2568555,0.2914201,0.2481205,0.2232546,0.2150341,0.2373174,0.3369340,0.2734370,0.2753293,0.2485482,0.2056226,0.1821976,0.2474008,0.2965376,0.2699146,0.2603938,0.2799052,0.2588447,0.2315246,0.2327074
ihfB,0.2925202,0.2715100,0.2980218,0.2629350,0.3010690,0.3043949,0.3307629,0.3406717,0.2776800,0.2528305,0.2707035,0.2795960,0.2752018,0.2139030,0.3085032,0.3392658,0.2529199,0.2886561,0.2936147,0.2844263,0.1959473,0.3285739,0.3015295,0.2932609,0.2820858,0.2560152,0.3034949,0.2578391,0.2127733,0.2950610,0.2439586,0.3116337,0.2706405,0.2167263,0.2642739,0.2297350,0.2701938,0.2301403,0.2380313,0.3303115,0.2911022,0.3106445,0.3914343,0.3196776,0.2840285,0.3161797,0.3294404,0.3101763,0.3890561,0.2882535,0.2760256,0.2673718,0.2468843,0.3241564,0.2479230,0.2835783
yeiL,0.4569171,0.5286783,0.4790255,0.4575478,0.4362138,0.4022458,0.5932735,0.4609165,0.4817890,0.5104154,0.5656370,0.4460186,0.4373660,0.5420864,0.3738269,0.4954532,0.5213588,0.4764963,0.4807827,0.6556548,0.5774185,0.5281114,0.5938384,0.5315355,0.3945662,0.3932782,0.5208440,0.5109549,0.5402677,0.5024448,0.4677658,0.5350547,0.4831761,0.5601066,0.5516675,0.5168510,0.4987051,0.5060789,0.5608125,0.5327839,0.4708988,0.4847056,0.4628302,0.5117989,0.5035223,0.4749804,0.4340154,0.4473326,0.4866130,0.5213532,0.4449007,0.5609326,0.6065732,0.4300949,0.3927313,0.3108394
tdcA,0.6771310,0.5190518,0.4319997,0.5446200,0.5182788,0.5426117,0.5607433,0.6295891,0.6210289,0.4875571,0.5467628,0.5952270,0.4755773,0.4976278,0.5247334,0.5211134,0.5651445,0.5535911,0.5615919,0.5122030,0.6025158,0.6503595,0.5369359,0.5309074,0.5544316,0.4832134,0.6360532,0.5404183,0.6362466,0.4235972,0.5457123,0.3787044,0.5630729,0.6858052,0.5277104,0.5795921,0.6296494,0.5791681,0.4821826,0.5213280,0.5517362,0.4560546,0.5783425,0.5048632,0.6392788,0.4659388,0.4754268,0.6256258,0.6026935,0.5751111,0.6882624,0.5692029,0.5833794,0.5822657,0.5349878,0.4982698
tdcF,0.1652768,0.1799767,0.2381448,0.1639520,0.1364159,0.2331286,0.1244059,0.2040488,0.2317519,0.1784951,0.1190130,0.1383522,0.0873993,0.1215993,0.1298161,0.1867470,0.2083785,0.2223448,0.1329744,0.1899514,0.1984022,0.1303449,0.1558268,0.1440323,0.1524191,0.2287358,0.2066418,0.2099400,0.2036326,0.1458896,0.1431252,0.1468288,0.1583624,0.1695227,0.1943695,0.1925500,0.1444558,0.1619128,0.1852663,0.1777541,0.1573641,0.1478412,0.1921548,0.1510274,0.1598413,0.1873055,0.1259110,0.1943423,0.1530354,0.1222008,0.1729805,0.1417350,0.2308706,0.2283088,0.2296916,0.1869544
tdcG,0.0985000,0.2005029,0.1519532,0.1428484,0.1444654,0.1546214,0.2252541,0.1610879,0.1627925,0.1834329,0.1940873,0.1722969,0.2239877,0.1450850,0.1756351,0.2047976,0.2176279,0.2607846,0.1552055,0.1385495,0.1837497,0.1802232,0.1831683,0.1357973,0.2060089,0.2377604,0.1558271,0.1806641,0.2307998,0.1879920,0.2260885,0.2366529,0.1245560,0.1425142,0.1398632,0.1498961,0.1506534,0.1730199,0.2075559,0.1918804,0.1461669,0.2136064,0.2068506,0.1757551,0.1158982,0.1597463,0.1325963,0.1474705,0.1771147,0.1865819,0.2006955,0.1617232,0.1529987,0.2801656,0.2239015,0.1347850
tdcE,0.2200364,0.1833175,0.1379536,0.1221621,0.1115018,0.1326362,0.1534590,0.1220283,0.2000221,0.1683628,0.1395797,0.1183707,0.1603024,0.1395639,0.1589027,0.1771313,0.2029197,0.1158860,0.1172339,0.1534036,0.1281404,0.1371973,0.1032427,0.0672358,0.1091439,0.1227552,0.1598880,0.0997363,0.1200533,0.1441495,0.1460214,0.0977460,0.1339579,0.1687850,0.1276651,0.1190864,0.1179501,0.1580447,0.1451002,0.1374792,0.1264571,0.1373400,0.1444478,0.1568802,0.2104752,0.1701280,0.1456350,0.1376587,0.1047300,0.1308921,0.1379884,0.1553466,0.1410580,0.1065935,0.1307948,0.0857951
tdcC,0.3231500,0.5667141,0.5047245,0.3328543,0.3796474,0.5037536,0.5541355,0.4251287,0.4831672,0.4113164,0.5167101,0.4399508,0.4565543,0.4142134,0.4889159,0.4778923,0.5036203,0.4210045,0.3395493,0.4008156,0.4103171,0.4700613,0.4505689,0.4136702,0.4264365,0.5097125,0.4369543,0.5857878,0.4675349,0.5362811,0.4636614,0.4987156,0.4467624,0.4123803,0.5167917,0.4379696,0.5218823,0.4378732,0.4105324,0.5355050,0.3820647,0.4171334,0.5121443,0.4031143,0.5158930,0.4415218,0.3786490,0.4696677,0.4339499,0.3884382,0.5082130,0.4251316,0.3803629,0.5252523,0.4170663,0.5004568
tdcD,0.7511730,0.7687564,0.7565759,0.8265984,0.8215373,0.6354922,0.7291521,0.8719899,0.8595165,0.7174231,0.6538834,0.8243414,0.6145270,0.6951713,0.6678243,0.7160838,0.8134776,0.7932218,0.7003465,0.7027915,0.7632660,0.8190720,0.7935851,0.8135652,0.7731089,0.7450401,0.8550718,0.6291530,0.7950127,0.6117815,0.7612385,0.8311255,0.8458965,0.6806782,0.7507355,0.8112906,0.6999365,0.7965927,0.7912284,0.9119577,0.8190015,0.7787110,0.9029359,0.7058462,0.6816626,0.8316588,0.6711178,0.9520200,0.7636723,0.7766533,0.7128098,0.7687142,0.7364503,0.7541831,0.9165050,0.7389210
